,parent_line_item,Mar 2015,Mar 2016,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,30.0,46.0,58.0,60.0,60.0,65.0,63.0,64.0,64.0,64.0
Reserves,,354.0,2751.0,5667.0,8045.0,6474.0,14087.0,12952.0,13263.0,14963.0,15962.0
Borrowings,,0.0,15.0,932.0,428.0,612.0,222.0,223.0,177.0,160.0,194.0
Other Liabilities,,316.0,637.0,2107.0,1769.0,2004.0,3618.0,4727.0,5190.0,6261.0,7695.0
Total Liabilities,,701.0,3450.0,8764.0,10302.0,9151.0,17991.0,17966.0,18693.0,21448.0,23915.0
Fixed Assets,,47.0,81.0,841.0,594.0,491.0,914.0,1209.0,1247.0,890.0,910.0
CWIP,,11.0,59.0,56.0,15.0,24.0,12.0,11.0,14.0,16.0,7.0
Investments,,112.0,2308.0,2849.0,3740.0,413.0,1230.0,2697.0,4628.0,4172.0,4501.0
Other Assets,,530.0,1002.0,5018.0,5954.0,8223.0,15836.0,14048.0,12804.0,16370.0,18497.0
Total Assets,,701.0,3450.0,8764.0,10302.0,9151.0,17991.0,17966.0,18693.0,21448.0,23915.0
Land,Fixed Assets,0.0,0.0,85.1,85.1,84.4,84.4,84.4,84.4,84.4,
Building,Fixed Assets,6.03,19.59,32.4,34.9,24.7,26.5,354.1,317.5,321.6,
Plant Machinery,Fixed Assets,0.0,0.0,0.4,126.5,262.2,667.9,1312.6,2034.5,2338.2,
Equipments,Fixed Assets,2.8,9.43,255.9,253.1,135.7,328.9,31.1,33.2,29.0,
Computers,Fixed Assets,128.39,149.81,303.5,345.3,373.9,423.1,401.4,302.2,265.9,
Furniture n fittings,Fixed Assets,3.61,6.28,10.2,10.0,6.9,5.2,4.8,4.6,3.3,
Vehicles,Fixed Assets,0.9,0.99,1.5,1.5,1.1,1.1,1.0,1.0,1.2,
Intangible Assets,Fixed Assets,0.0,0.0,457.9,457.7,457.7,457.7,412.9,457.7,413.4,42.0
Other fixed assets,Fixed Assets,44.78,49.4,84.6,92.1,98.5,84.4,98.8,139.1,147.9,
Gross Block,Fixed Assets,186.51,235.5,1231.5,1406.2,1445.1,2079.2,2701.1,3374.2,3604.9,
Accumulated Depreciation,Fixed Assets,139.03,154.49,390.4,812.7,953.8,1165.3,1492.3,2126.9,2715.3,
Short term Borrowings,Borrowings,,,,208.0,545.0,0.0,2.0,0.0,5.0,0.0
Lease Liabilities,Borrowings,,,,219.0,67.0,221.0,221.0,177.0,156.0,194.0
Other Borrowings,Borrowings,0.0,15.0,932.0,1.0,0.0,0.0,0.0,0.0,0.0,
Non controlling int,Other Liabilities,0.0,0.0,86.0,-14.0,-19.0,-22.0,-23.0,-28.0,-30.0,2.0
Trade Payables,Other Liabilities,141.0,264.0,736.0,612.0,605.0,751.0,859.0,684.0,741.0,867.0
Other liability items,Other Liabilities,176.0,373.0,1284.0,1171.0,1417.0,2889.0,3891.0,4534.0,5549.0,6826.0
Trade receivables,Other Assets,89.0,125.0,258.0,301.0,471.0,746.0,1238.0,1651.0,1297.0,1186.0
Cash Equivalents,Other Assets,159.0,475.0,461.0,540.0,2876.0,5202.0,7040.0,6800.0,11557.0,13025.0
Loans n Advances,Other Assets,4.0,17.0,2790.0,1617.0,1921.0,3770.0,3705.0,2380.0,2172.0,451.0
Other asset items,Other Assets,279.0,385.0,1508.0,3496.0,2954.0,6117.0,2066.0,1973.0,1344.0,3835.0
