,parent_line_item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,42.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0
Reserves,,592.0,707.0,857.0,953.0,1168.0,1364.0,1564.0,1771.0,2054.0,2329.0
Borrowings,,6.0,7.0,14.0,13.0,69.0,68.0,503.0,401.0,134.0,165.0
Other Liabilities,,294.0,414.0,458.0,447.0,594.0,632.0,788.0,936.0,1098.0,1160.0
Total Liabilities,,934.0,1171.0,1372.0,1455.0,1875.0,2107.0,2899.0,3152.0,3329.0,3698.0
Fixed Assets,,169.0,218.0,231.0,284.0,370.0,463.0,1247.0,1334.0,1374.0,1524.0
CWIP,,10.0,7.0,8.0,67.0,20.0,17.0,27.0,37.0,49.0,21.0
Investments,,89.0,75.0,83.0,36.0,33.0,33.0,34.0,101.0,81.0,276.0
Other Assets,,666.0,870.0,1050.0,1068.0,1452.0,1593.0,1591.0,1679.0,1825.0,1877.0
Total Assets,,934.0,1171.0,1372.0,1455.0,1875.0,2107.0,2899.0,3152.0,3329.0,3698.0
Land,Fixed Assets,24.0,27.0,27.0,36.0,42.0,59.0,103.0,103.0,103.0,103.0
Building,Fixed Assets,74.0,92.0,102.0,143.0,170.0,203.0,279.0,323.0,351.0,485.0
Plant Machinery,Fixed Assets,67.0,94.0,106.0,128.0,204.0,288.0,325.0,400.0,441.0,499.0
Equipments,Fixed Assets,5.0,9.0,10.0,12.0,13.0,15.0,18.0,22.0,27.0,39.0
Computers,Fixed Assets,5.0,10.0,13.0,16.0,18.0,22.0,26.0,32.0,38.0,50.0
Furniture n fittings,Fixed Assets,3.0,6.0,8.0,10.0,12.0,14.0,17.0,23.0,27.0,36.0
Vehicles,Fixed Assets,1.0,1.0,1.0,1.0,4.0,8.0,12.0,13.0,20.0,21.0
Intangible Assets,Fixed Assets,0.0,4.0,4.0,4.0,4.0,4.0,624.0,634.0,634.0,634.0
Other fixed assets,Fixed Assets,7.0,11.0,12.0,15.0,20.0,23.0,76.0,87.0,116.0,123.0
Gross Block,Fixed Assets,185.0,254.0,283.0,364.0,486.0,636.0,1479.0,1635.0,1757.0,1989.0
Accumulated Depreciation,Fixed Assets,16.0,36.0,52.0,80.0,117.0,173.0,232.0,300.0,383.0,466.0
Long term Borrowings,Borrowings,2.0,0.0,0.0,0.0,0.0,0.0,273.0,137.0,0.0,0.0
Short term Borrowings,Borrowings,0.0,0.0,14.0,13.0,13.0,12.0,147.0,154.0,11.0,9.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,0.0,56.0,57.0,83.0,110.0,123.0,156.0
Other Borrowings,Borrowings,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Non controlling int,Other Liabilities,0.0,2.0,2.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0
Trade Payables,Other Liabilities,219.0,336.0,359.0,305.0,475.0,453.0,488.0,550.0,657.0,738.0
Advance from Customers,Other Liabilities,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other liability items,Other Liabilities,75.0,76.0,96.0,138.0,115.0,173.0,300.0,386.0,441.0,421.0
Inventories,Other Assets,274.0,316.0,376.0,479.0,632.0,860.0,767.0,812.0,997.0,1024.0
Trade receivables,Other Assets,312.0,449.0,459.0,324.0,388.0,484.0,557.0,596.0,542.0,533.0
Cash Equivalents,Other Assets,15.0,5.0,86.0,112.0,281.0,61.0,67.0,57.0,64.0,59.0
Loans n Advances,Other Assets,24.0,24.0,37.0,34.0,45.0,58.0,62.0,69.0,75.0,94.0
Other asset items,Other Assets,41.0,75.0,92.0,119.0,107.0,130.0,137.0,146.0,146.0,167.0
