,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,4.0,8.0,23.0,23.0,25.0,27.0,27.0
Reserves,,435.0,560.0,640.0,749.0,1114.0,1854.0,2254.0
Borrowings,,346.0,429.0,469.0,621.0,667.0,661.0,678.0
Other Liabilities,,1253.0,1185.0,1710.0,2053.0,2814.0,3691.0,4395.0
Total Liabilities,,2038.0,2182.0,2842.0,3445.0,4621.0,6233.0,7354.0
Fixed Assets,,321.0,317.0,334.0,379.0,374.0,425.0,600.0
CWIP,,11.0,4.0,17.0,4.0,6.0,12.0,65.0
Investments,,0.0,3.0,3.0,3.0,5.0,0.0,1.0
Other Assets,,1705.0,1858.0,2487.0,3059.0,4236.0,5795.0,6688.0
Total Assets,,2038.0,2182.0,2842.0,3445.0,4621.0,6233.0,7354.0
Land,Fixed Assets,75.42,75.42,75.42,75.42,75.42,84.66,
Building,Fixed Assets,130.69,131.05,127.33,127.88,175.95,179.54,
Plant Machinery,Fixed Assets,205.24,239.99,290.94,342.14,364.78,445.87,
Equipments,Fixed Assets,2.11,1.34,2.18,33.88,4.15,5.16,
Computers,Fixed Assets,3.17,4.35,5.71,7.12,8.16,11.01,
Furniture n fittings,Fixed Assets,3.55,4.12,5.21,9.54,9.9,12.75,
Vehicles,Fixed Assets,8.66,8.88,11.39,11.81,12.97,14.33,
Intangible Assets,Fixed Assets,4.68,0.0,0.0,0.0,0.0,0.0,0.13
Other fixed assets,Fixed Assets,22.64,17.99,18.57,9.03,9.55,11.84,
Gross Block,Fixed Assets,456.16,483.14,536.75,616.82,660.88,765.16,
Accumulated Depreciation,Fixed Assets,134.85,165.71,202.5,237.89,286.95,340.27,
Long term Borrowings,Borrowings,132.0,98.0,118.0,120.0,81.0,39.0,89.0
Short term Borrowings,Borrowings,215.0,331.0,351.0,485.0,563.0,605.0,571.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,16.0,24.0,17.0,19.0
Other Borrowings,Borrowings,0.0,0.0,0.0,-0.0,0.0,0.0,
Non controlling int,Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trade Payables,Other Liabilities,797.0,843.0,1071.0,1308.0,1669.0,2340.0,2782.0
Advance from Customers,Other Liabilities,0.0,0.0,0.0,505.0,875.0,1019.0,
Other liability items,Other Liabilities,456.0,342.0,639.0,240.0,270.0,333.0,1613.0
Inventories,Other Assets,269.0,232.0,278.0,311.0,378.0,539.0,763.0
Trade receivables,Other Assets,480.0,491.0,640.0,645.0,1026.0,1317.0,1738.0
Cash Equivalents,Other Assets,81.0,128.0,102.0,198.0,224.0,621.0,763.0
Loans n Advances,Other Assets,51.0,39.0,18.0,63.0,428.0,399.0,266.0
Other asset items,Other Assets,824.0,968.0,1450.0,1842.0,2180.0,2919.0,3157.0
