,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,311.0,311.0,311.0,312.0,377.0,378.0,378.0
Reserves,,5660.0,6331.0,6783.0,7900.0,10470.0,11707.0,12846.0
Deposits,,71785.0,75654.0,80387.0,87368.0,97988.0,104806.0,108777.0
Borrowing,,4065.0,1765.0,2314.0,1563.0,4400.0,1941.0,5329.0
Other Liabilities,,1493.0,1519.0,1789.0,1914.0,2849.0,2129.0,2025.0
Total Liabilities,,83313.0,85581.0,91583.0,99057.0,116083.0,120960.0,129355.0
Fixed Assets,,826.0,838.0,805.0,846.0,915.0,976.0,1060.0
CWIP,,0.0,0.0,13.0,29.0,13.0,14.0,0.0
Investments,,17545.0,21635.0,22040.0,23325.0,24300.0,24535.0,26737.0
Other Assets,,64942.0,63108.0,68725.0,74857.0,90855.0,95435.0,101558.0
Total Assets,,83313.0,85581.0,91583.0,99057.0,116083.0,120960.0,129355.0
Building,Fixed Assets,676.57,677.45,675.74,748.0,807.71,809.63,
Other fixed assets,Fixed Assets,583.74,658.16,693.48,708.26,770.89,887.51,
Gross Block,Fixed Assets,1260.31,1335.61,1369.22,1456.26,1578.6,1697.14,
Accumulated Depreciation,Fixed Assets,433.89,497.75,564.15,610.04,663.81,720.83,
Trade Payables,Other Liabilities,188.0,223.0,308.0,232.0,232.0,183.0,0.0
Other liability items,Other Liabilities,1305.0,1296.0,1481.0,1683.0,2617.0,1946.0,2025.0
Cash Equivalents,Other Assets,2207.0,4364.0,3313.0,4528.0,7037.0,6911.0,7063.0
Loans n Advances,Other Assets,762.0,767.0,1383.0,1107.0,897.0,1136.0,81810.0
Other asset items,Other Assets,61973.0,57978.0,64030.0,69222.0,82921.0,87388.0,12685.0
