,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,111.0,111.0,111.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
Reserves,,3639.0,4084.0,4698.0,5539.0,6149.0,6567.0,7620.0,8685.0,9810.0,10968.0,13087.0,14783.0
Borrowing,,18795.0,18758.0,20216.0,21069.0,25023.0,35939.0,36461.0,36356.0,42694.0,52334.0,61084.0,69636.0
Other Liabilities,,3241.0,5095.0,5724.0,7268.0,2388.0,2105.0,2369.0,3003.0,3462.0,864.0,1056.0,1265.0
Total Liabilities,,25785.0,28048.0,30749.0,33986.0,33671.0,44721.0,46560.0,48154.0,56076.0,64276.0,75337.0,85795.0
Fixed Assets,,515.0,817.0,862.0,821.0,451.0,903.0,865.0,1117.0,1296.0,1389.0,1450.0,1462.0
CWIP,,2.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0
Investments,,2731.0,4026.0,4815.0,8693.0,4539.0,5096.0,6057.0,8088.0,8082.0,5732.0,6481.0,9029.0
Other Assets,,22537.0,23201.0,25070.0,24469.0,28680.0,38722.0,39638.0,38950.0,46697.0,57150.0,67405.0,75305.0
Total Assets,,25785.0,28048.0,30749.0,33986.0,33671.0,44721.0,46560.0,48154.0,56076.0,64276.0,75337.0,85795.0
Land,Fixed Assets,61.0,73.0,89.0,44.0,44.0,63.0,64.0,66.0,65.0,66.0,57.0,
Building,Fixed Assets,15.0,15.0,14.0,37.0,30.0,127.0,140.0,146.0,208.0,222.0,251.0,
Plant Machinery,Fixed Assets,141.0,160.0,153.0,39.0,46.0,72.0,79.0,90.0,102.0,123.0,154.0,
Equipments,Fixed Assets,33.0,36.0,39.0,11.0,9.0,14.0,15.0,16.0,18.0,23.0,29.0,
Furniture n fittings,Fixed Assets,51.0,60.0,62.0,8.0,9.0,13.0,13.0,15.0,18.0,25.0,32.0,
Vehicles,Fixed Assets,403.0,377.0,358.0,188.0,198.0,28.0,218.0,261.0,389.0,552.0,685.0,
Intangible Assets,Fixed Assets,150.0,460.0,458.0,491.0,138.0,474.0,474.0,476.0,474.0,472.0,473.0,635.0
Other fixed assets,Fixed Assets,109.0,147.0,162.0,74.0,84.0,313.0,115.0,352.0,408.0,403.0,393.0,
Gross Block,Fixed Assets,962.0,1328.0,1334.0,893.0,558.0,1105.0,1117.0,1421.0,1682.0,1885.0,2073.0,
Accumulated Depreciation,Fixed Assets,447.0,511.0,522.0,73.0,107.0,202.0,252.0,304.0,386.0,496.0,623.0,
Non controlling int,Other Liabilities,410.0,604.0,681.0,2307.0,1739.0,1455.0,1720.0,2294.0,2729.0,0.0,0.0,0.0
Trade Payables,Other Liabilities,438.0,919.0,981.0,99.0,104.0,83.0,70.0,129.0,126.0,173.0,222.0,192.0
Advance from Customers,Other Liabilities,54.0,45.0,58.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Other liability items,Other Liabilities,2340.0,3527.0,4004.0,4819.0,545.0,566.0,578.0,580.0,608.0,690.0,834.0,1074.0
Trade receivables,Other Assets,0.0,0.0,0.0,45.0,44.0,42.0,57.0,44.0,75.0,87.0,90.0,99.0
Cash Equivalents,Other Assets,1088.0,960.0,1014.0,1074.0,859.0,785.0,789.0,715.0,1145.0,1503.0,2132.0,1520.0
Loans n Advances,Other Assets,6892.0,6885.0,7385.0,304.0,355.0,424.0,408.0,429.0,521.0,442.0,214.0,73255.0
Other asset items,Other Assets,14556.0,15357.0,16671.0,23046.0,27422.0,37470.0,38384.0,37763.0,44957.0,55118.0,64969.0,431.0
