,parent_line_item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,6.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,12.0,12.0
Reserves,,566.0,587.0,673.0,712.0,959.0,1125.0,1366.0,1647.0,2845.0,3252.0
Borrowings,,777.0,847.0,985.0,1058.0,806.0,800.0,1240.0,1755.0,2358.0,3623.0
Other Liabilities,,469.0,556.0,657.0,527.0,576.0,739.0,1190.0,1293.0,1902.0,2091.0
Total Liabilities,,1818.0,1999.0,2325.0,2307.0,2352.0,2675.0,3807.0,4706.0,7116.0,8978.0
Fixed Assets,,1228.0,1323.0,1589.0,1546.0,1510.0,1544.0,2124.0,2567.0,3670.0,4676.0
CWIP,,11.0,24.0,91.0,89.0,32.0,42.0,97.0,179.0,345.0,382.0
Investments,,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,11.0,14.0
Other Assets,,576.0,648.0,642.0,669.0,807.0,1086.0,1583.0,1956.0,3090.0,3906.0
Total Assets,,1818.0,1999.0,2325.0,2307.0,2352.0,2675.0,3807.0,4706.0,7116.0,8978.0
Land,Fixed Assets,76.0,76.0,77.0,77.0,77.0,85.0,95.0,116.0,990.0,1190.0
Building,Fixed Assets,149.0,159.0,176.0,183.0,193.0,224.0,315.0,386.0,708.0,1115.0
Plant Machinery,Fixed Assets,1171.0,1326.0,1678.0,1785.0,1927.0,2093.0,2562.0,2978.0,3766.0,4530.0
Equipments,Fixed Assets,10.0,14.0,16.0,17.0,18.0,21.0,22.0,38.0,47.0,53.0
Furniture n fittings,Fixed Assets,3.0,3.0,3.0,5.0,5.0,5.0,6.0,6.0,7.0,8.0
Vehicles,Fixed Assets,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0
Intangible Assets,Fixed Assets,7.0,6.0,10.0,11.0,11.0,11.0,201.0,201.0,203.0,206.0
Other fixed assets,Fixed Assets,10.0,81.0,116.0,151.0,126.0,129.0,132.0,287.0,52.0,59.0
Gross Block,Fixed Assets,1429.0,1668.0,2077.0,2230.0,2358.0,2568.0,3334.0,4013.0,5778.0,7167.0
Accumulated Depreciation,Fixed Assets,201.0,344.0,489.0,684.0,848.0,1025.0,1210.0,1446.0,2107.0,2491.0
Long term Borrowings,Borrowings,0.0,0.0,0.0,0.0,437.0,374.0,906.0,1125.0,1652.0,2411.0
Short term Borrowings,Borrowings,0.0,0.0,0.0,0.0,266.0,342.0,247.0,422.0,402.0,930.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,0.0,102.0,84.0,88.0,208.0,304.0,283.0
Other Borrowings,Borrowings,777.0,847.0,985.0,1058.0,0.0,0.0,0.0,0.0,0.0,0.0
Non controlling int,Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,61.0,94.0,0.0,0.0
Trade Payables,Other Liabilities,300.0,363.0,331.0,282.0,352.0,463.0,693.0,801.0,1334.0,1460.0
Advance from Customers,Other Liabilities,25.0,20.0,28.0,26.0,31.0,53.0,80.0,64.0,120.0,181.0
Other liability items,Other Liabilities,144.0,173.0,298.0,220.0,193.0,224.0,355.0,334.0,447.0,450.0
Inventories,Other Assets,228.0,300.0,323.0,326.0,406.0,626.0,836.0,1041.0,1332.0,1745.0
Trade receivables,Other Assets,171.0,202.0,210.0,194.0,239.0,296.0,535.0,577.0,921.0,1111.0
Cash Equivalents,Other Assets,40.0,49.0,27.0,72.0,47.0,43.0,47.0,83.0,123.0,179.0
Loans n Advances,Other Assets,16.0,17.0,32.0,19.0,62.0,41.0,48.0,51.0,71.0,138.0
Other asset items,Other Assets,120.0,80.0,50.0,58.0,53.0,79.0,116.0,204.0,643.0,734.0
