,parent_line_item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,839.0,839.0,839.0,1030.0,1030.0,1030.0,1030.0,1031.0,1033.0
Reserves,,1012.0,1046.0,1203.0,1796.0,2107.0,2605.0,3159.0,3772.0,5276.0
Borrowings,,4196.0,3907.0,3759.0,3378.0,4029.0,4295.0,4495.0,4959.0,6117.0
Other Liabilities,,2503.0,2268.0,2417.0,2661.0,1779.0,2783.0,4134.0,5363.0,8291.0
Total Liabilities,,8551.0,8060.0,8219.0,8865.0,8945.0,10713.0,12818.0,15126.0,20717.0
Fixed Assets,,1879.0,2152.0,2167.0,1899.0,1921.0,1903.0,2299.0,2846.0,3312.0
CWIP,,18.0,22.0,24.0,53.0,2.0,20.0,49.0,8.0,18.0
Investments,,1.0,3.0,0.0,0.0,1.0,4.0,4.0,5.0,6.0
Other Assets,,6654.0,5884.0,6027.0,6913.0,7021.0,8785.0,10465.0,12267.0,17382.0
Total Assets,,8551.0,8060.0,8219.0,8865.0,8945.0,10713.0,12818.0,15126.0,20717.0
Land,Fixed Assets,182.71,182.81,184.29,186.1,187.32,187.32,201.62,201.62,
Building,Fixed Assets,96.58,97.95,99.71,100.09,107.74,115.27,1403.8,1773.03,
Plant Machinery,Fixed Assets,21.64,30.97,54.62,54.31,55.3,58.39,60.77,66.3,
Equipments,Fixed Assets,75.11,85.5,90.81,91.76,103.19,116.01,155.32,203.52,
Computers,Fixed Assets,17.46,22.26,25.69,26.49,28.77,32.38,37.74,44.03,
Furniture n fittings,Fixed Assets,568.86,723.23,777.19,729.77,807.26,936.58,1194.1,1489.23,
Vehicles,Fixed Assets,309.06,310.41,310.75,311.47,312.95,88.31,96.47,105.53,
Intangible Assets,Fixed Assets,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,6.34
Other fixed assets,Fixed Assets,972.56,1191.35,1228.93,1069.42,1083.88,1053.14,96.56,97.14,
Gross Block,Fixed Assets,2249.04,2649.54,2777.05,2574.47,2691.47,2592.46,3251.44,3985.46,
Accumulated Depreciation,Fixed Assets,370.45,497.56,609.88,675.79,770.04,689.57,952.38,1139.28,
Long term Borrowings,Borrowings,179.0,108.0,85.0,20.0,24.0,8.0,0.0,0.0,0.0
Short term Borrowings,Borrowings,3796.0,3596.0,3505.0,3198.0,3339.0,3501.0,3326.0,3293.0,4111.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,0.0,666.0,787.0,1169.0,1666.0,2006.0
Preference Capital,Borrowings,119.0,119.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Borrowings,Borrowings,102.0,84.0,50.0,160.0,0.0,0.0,-0.0,0.0,
Non controlling int,Other Liabilities,-2.0,-4.0,-3.0,0.0,1.0,-0.0,-1.0,0.0,0.0
Trade Payables,Other Liabilities,749.0,419.0,558.0,690.0,657.0,1193.0,1944.0,2350.0,3360.0
Advance from Customers,Other Liabilities,906.0,984.0,984.0,1007.0,1014.0,1464.0,1947.0,2775.0,
Other liability items,Other Liabilities,851.0,868.0,879.0,964.0,107.0,126.0,244.0,237.0,4931.0
Inventories,Other Assets,5022.0,4501.0,4720.0,5303.0,5794.0,7014.0,8298.0,9681.0,14175.0
Trade receivables,Other Assets,182.0,147.0,214.0,113.0,119.0,244.0,328.0,400.0,867.0
Cash Equivalents,Other Assets,1018.0,825.0,750.0,1097.0,777.0,982.0,975.0,1031.0,861.0
Loans n Advances,Other Assets,161.0,156.0,106.0,130.0,83.0,34.0,96.0,55.0,745.0
Other asset items,Other Assets,271.0,255.0,237.0,271.0,247.0,511.0,768.0,1100.0,735.0
