,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0
Reserves,,638.0,677.0,698.0,722.0,757.0,887.0,1182.0,1480.0
Borrowings,,523.0,454.0,448.0,575.0,494.0,592.0,740.0,948.0
Other Liabilities,,481.0,572.0,763.0,777.0,961.0,1655.0,1465.0,2094.0
Total Liabilities,,1653.0,1713.0,1919.0,2084.0,2223.0,3145.0,3397.0,4533.0
Fixed Assets,,514.0,579.0,657.0,657.0,697.0,749.0,901.0,1167.0
CWIP,,8.0,11.0,12.0,14.0,7.0,16.0,134.0,273.0
Investments,,9.0,9.0,10.0,7.0,10.0,17.0,20.0,26.0
Other Assets,,1121.0,1114.0,1241.0,1406.0,1508.0,2362.0,2342.0,3067.0
Total Assets,,1653.0,1713.0,1919.0,2084.0,2223.0,3145.0,3397.0,4533.0
Land,Fixed Assets,69.98,75.42,145.34,154.37,156.7,160.03,184.65,
Building,Fixed Assets,193.05,223.5,235.95,236.31,269.37,303.8,379.43,
Plant Machinery,Fixed Assets,437.25,500.32,532.2,562.75,603.57,663.17,755.63,
Equipments,Fixed Assets,4.72,4.9,5.38,5.67,6.1,6.47,7.37,
Furniture n fittings,Fixed Assets,7.03,7.39,13.64,17.3,20.94,22.81,25.72,
Vehicles,Fixed Assets,8.3,8.84,8.86,10.34,12.94,14.63,19.73,
Intangible Assets,Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61
Other fixed assets,Fixed Assets,3.7,3.83,4.23,4.31,5.21,3.49,3.92,
Gross Block,Fixed Assets,724.03,824.2,945.6,991.05,1074.83,1174.4,1376.45,
Accumulated Depreciation,Fixed Assets,209.55,245.37,288.7,334.07,377.86,425.02,475.8,
Long term Borrowings,Borrowings,164.0,157.0,256.0,212.0,192.0,301.0,232.0,443.0
Short term Borrowings,Borrowings,313.0,262.0,182.0,355.0,292.0,276.0,470.0,478.0
Lease Liabilities,Borrowings,0.0,0.0,10.0,8.0,10.0,15.0,38.0,26.0
Other Borrowings,Borrowings,46.0,34.0,0.0,-0.0,0.0,-0.0,0.0,
Trade Payables,Other Liabilities,351.0,374.0,657.0,626.0,588.0,1221.0,1222.0,1713.0
Other liability items,Other Liabilities,130.0,197.0,106.0,151.0,373.0,434.0,243.0,381.0
Inventories,Other Assets,535.0,492.0,601.0,786.0,913.0,1203.0,1197.0,1059.0
Trade receivables,Other Assets,494.0,438.0,472.0,434.0,360.0,766.0,701.0,1485.0
Cash Equivalents,Other Assets,11.0,13.0,26.0,39.0,31.0,135.0,121.0,32.0
Loans n Advances,Other Assets,29.0,38.0,13.0,24.0,88.0,97.0,91.0,43.0
Other asset items,Other Assets,52.0,133.0,128.0,122.0,116.0,161.0,232.0,449.0
