,parent_line_item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,136.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0
Reserves,,3120.0,3197.0,3591.0,3902.0,4262.0,4296.0,4872.0,5448.0,5741.0
Borrowings,,123.0,123.0,123.0,540.0,554.0,587.0,502.0,560.0,1672.0
Other Liabilities,,2109.0,1799.0,2565.0,2976.0,3467.0,5006.0,6531.0,7253.0,6986.0
Total Liabilities,,5487.0,5251.0,6411.0,7549.0,8414.0,10021.0,12037.0,13393.0,14531.0
Fixed Assets,,349.0,376.0,764.0,867.0,970.0,953.0,968.0,3047.0,3164.0
CWIP,,121.0,342.0,799.0,1176.0,1264.0,1619.0,2196.0,516.0,586.0
Investments,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
Other Assets,,5017.0,4532.0,4848.0,5506.0,6180.0,7449.0,8873.0,9830.0,10667.0
Total Assets,,5487.0,5251.0,6411.0,7549.0,8414.0,10021.0,12037.0,13393.0,14531.0
Land,Fixed Assets,5.88,5.88,401.38,430.7,507.35,519.54,465.69,467.43,
Building,Fixed Assets,96.28,134.84,139.37,188.46,196.78,202.01,107.23,149.21,
Plant Machinery,Fixed Assets,173.6,184.32,194.29,253.92,296.19,313.57,354.91,1442.53,
Ships Vessels,Fixed Assets,0.2,0.2,0.2,0.2,0.2,0.22,0.56,0.95,
Equipments,Fixed Assets,2.09,2.35,3.82,4.95,5.65,6.57,7.57,10.54,
Computers,Fixed Assets,8.69,9.24,13.46,18.45,24.46,27.74,30.64,37.86,
Furniture n fittings,Fixed Assets,21.67,28.4,30.03,32.34,41.9,46.24,43.04,49.2,
Railway sidings,Fixed Assets,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
Vehicles,Fixed Assets,4.94,5.15,5.99,6.2,6.75,6.78,6.79,9.54,
Intangible Assets,Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.93
Other fixed assets,Fixed Assets,140.38,141.98,158.18,191.93,214.54,226.0,426.58,1458.4,
Gross Block,Fixed Assets,453.74,512.37,946.73,1127.16,1293.83,1348.68,1443.02,3625.67,
Accumulated Depreciation,Fixed Assets,104.75,136.34,183.11,260.01,324.18,395.72,475.46,578.64,
Long term Borrowings,Borrowings,123.0,123.0,123.0,123.0,126.0,23.0,23.0,23.0,23.0
Short term Borrowings,Borrowings,0.0,0.0,0.0,0.0,0.0,110.0,0.0,46.0,1076.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,417.0,428.0,454.0,479.0,491.0,573.0
Other Borrowings,Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,
Non controlling int,Other Liabilities,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trade Payables,Other Liabilities,272.0,347.0,419.0,435.0,169.0,216.0,465.0,501.0,962.0
Advance from Customers,Other Liabilities,896.0,7.0,7.0,8.0,252.0,259.0,208.0,298.0,
Other liability items,Other Liabilities,935.0,1440.0,2139.0,2533.0,3047.0,4531.0,5858.0,6454.0,6024.0
Inventories,Other Assets,318.0,288.0,318.0,464.0,298.0,373.0,1026.0,1885.0,2288.0
Trade receivables,Other Assets,580.0,392.0,288.0,353.0,437.0,338.0,303.0,229.0,423.0
Cash Equivalents,Other Assets,3505.0,2577.0,2195.0,2209.0,3213.0,4758.0,3864.0,3113.0,2406.0
Loans n Advances,Other Assets,108.0,235.0,549.0,860.0,1090.0,418.0,2466.0,3176.0,10.0
Other asset items,Other Assets,505.0,1040.0,1498.0,1619.0,1142.0,1562.0,1214.0,1427.0,5540.0
