,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,1.0,1.0,1.0,1.0,1.0,10.0,11.0
Reserves,,80.0,113.0,162.0,222.0,355.0,481.0,872.0
Borrowings,,20.0,31.0,84.0,83.0,78.0,140.0,150.0
Other Liabilities,,30.0,67.0,97.0,113.0,80.0,86.0,141.0
Total Liabilities,,131.0,213.0,344.0,420.0,514.0,717.0,1174.0
Fixed Assets,,60.0,68.0,137.0,158.0,180.0,189.0,337.0
CWIP,,8.0,24.0,8.0,26.0,45.0,88.0,185.0
Investments,,6.0,19.0,0.0,3.0,0.0,0.0,0.0
Other Assets,,57.0,102.0,199.0,232.0,289.0,439.0,652.0
Total Assets,,131.0,213.0,344.0,420.0,514.0,717.0,1174.0
Land,Fixed Assets,5.0,8.0,15.0,21.0,24.0,24.0,56.0
Building,Fixed Assets,3.0,3.0,45.0,71.0,88.0,96.0,126.0
Plant Machinery,Fixed Assets,0.0,0.0,0.0,52.0,60.0,65.0,80.0
Equipments,Fixed Assets,30.0,33.0,46.0,4.0,4.0,6.0,11.0
Computers,Fixed Assets,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Furniture n fittings,Fixed Assets,3.0,3.0,6.0,12.0,14.0,18.0,29.0
Vehicles,Fixed Assets,3.0,3.0,4.0,3.0,5.0,4.0,5.0
Wind turbines,Fixed Assets,0.0,0.0,0.0,2.0,2.0,2.0,2.0
Intangible Assets,Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,68.0
Other fixed assets,Fixed Assets,29.0,34.0,40.0,0.0,0.0,0.0,1.0
Gross Block,Fixed Assets,72.0,83.0,157.0,166.0,197.0,216.0,378.0
Accumulated Depreciation,Fixed Assets,12.0,16.0,20.0,8.0,17.0,27.0,41.0
Long term Borrowings,Borrowings,8.0,14.0,28.0,0.0,11.0,40.0,34.0
Short term Borrowings,Borrowings,9.0,17.0,55.0,0.0,64.0,96.0,114.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,0.0,3.0,2.0,2.0
Preference Capital,Borrowings,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Other Borrowings,Borrowings,3.0,0.0,0.0,83.0,0.0,0.0,-0.0
Non controlling int,Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Trade Payables,Other Liabilities,9.0,18.0,27.0,38.0,51.0,60.0,68.0
Advance from Customers,Other Liabilities,1.0,1.0,1.0,6.0,8.0,8.0,7.0
Other liability items,Other Liabilities,20.0,49.0,69.0,68.0,21.0,18.0,51.0
Inventories,Other Assets,10.0,17.0,37.0,71.0,67.0,129.0,216.0
Trade receivables,Other Assets,30.0,55.0,107.0,94.0,145.0,185.0,228.0
Cash Equivalents,Other Assets,4.0,12.0,21.0,10.0,14.0,52.0,115.0
Loans n Advances,Other Assets,8.0,7.0,20.0,18.0,26.0,24.0,19.0
Other asset items,Other Assets,5.0,10.0,14.0,40.0,37.0,49.0,75.0
