,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,50.0,50.0,100.0,100.0,107.0,110.0,110.0,146.0
Reserves,,432.0,515.0,1473.0,1627.0,2265.0,2651.0,2740.0,3188.0
Borrowings,,694.0,847.0,423.0,836.0,822.0,1069.0,1373.0,1867.0
Other Liabilities,,146.0,252.0,301.0,327.0,584.0,772.0,1045.0,2811.0
Total Liabilities,,1323.0,1664.0,2298.0,2891.0,3778.0,4602.0,5269.0,8013.0
Fixed Assets,,681.0,977.0,1115.0,1202.0,1417.0,1501.0,2185.0,3713.0
CWIP,,191.0,101.0,43.0,44.0,120.0,609.0,216.0,114.0
Investments,,0.0,0.0,0.0,149.0,67.0,67.0,9.0,19.0
Other Assets,,451.0,586.0,1140.0,1496.0,2173.0,2424.0,2860.0,4167.0
Total Assets,,1323.0,1664.0,2298.0,2891.0,3778.0,4602.0,5269.0,8013.0
Land,Fixed Assets,47.0,47.0,47.0,78.0,78.0,115.0,129.0,
Building,Fixed Assets,179.0,224.0,255.0,265.0,286.0,319.0,407.0,
Plant Machinery,Fixed Assets,477.0,728.0,873.0,966.0,1192.0,1257.0,1871.0,
Equipments,Fixed Assets,15.0,19.0,23.0,26.0,38.0,43.0,53.0,
Computers,Fixed Assets,6.0,4.0,4.0,5.0,6.0,7.0,8.0,
Furniture n fittings,Fixed Assets,35.0,54.0,64.0,69.0,74.0,86.0,135.0,
Vehicles,Fixed Assets,8.0,6.0,6.0,8.0,13.0,16.0,22.0,
Intangible Assets,Fixed Assets,0.0,0.0,0.0,0.0,123.0,123.0,123.0,733.0
Other fixed assets,Fixed Assets,15.0,15.0,15.0,15.0,19.0,28.0,30.0,
Gross Block,Fixed Assets,782.0,1098.0,1287.0,1432.0,1830.0,1994.0,2779.0,
Accumulated Depreciation,Fixed Assets,101.0,121.0,172.0,230.0,413.0,493.0,594.0,
Long term Borrowings,Borrowings,462.0,525.0,247.0,494.0,355.0,197.0,171.0,511.0
Short term Borrowings,Borrowings,154.0,237.0,139.0,301.0,433.0,822.0,1147.0,1304.0
Lease Liabilities,Borrowings,0.0,0.0,36.0,40.0,34.0,50.0,56.0,53.0
Preference Capital,Borrowings,25.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Borrowings,Borrowings,53.0,57.0,0.0,0.0,0.0,-0.0,-0.0,
Non controlling int,Other Liabilities,0.0,0.0,0.0,0.0,135.0,170.0,231.0,1296.0
Trade Payables,Other Liabilities,74.0,130.0,200.0,228.0,323.0,415.0,576.0,946.0
Advance from Customers,Other Liabilities,0.0,0.0,0.0,0.0,1.0,1.0,2.0,
Other liability items,Other Liabilities,72.0,122.0,102.0,100.0,124.0,186.0,236.0,570.0
Inventories,Other Assets,195.0,297.0,492.0,863.0,931.0,1055.0,1452.0,1775.0
Trade receivables,Other Assets,121.0,129.0,205.0,280.0,415.0,579.0,734.0,959.0
Cash Equivalents,Other Assets,7.0,27.0,296.0,210.0,564.0,289.0,128.0,394.0
Loans n Advances,Other Assets,16.0,16.0,12.0,15.0,30.0,29.0,33.0,153.0
Other asset items,Other Assets,111.0,117.0,134.0,128.0,233.0,472.0,514.0,886.0
