,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
Reserves,,5518.0,2770.0,1736.0,3410.0,3960.0,4389.0,5682.0,6915.0
Borrowings,,2941.0,5191.0,7774.0,9068.0,9204.0,8105.0,7353.0,6137.0
Other Liabilities,,2632.0,7224.0,5244.0,3945.0,4840.0,5774.0,5966.0,5748.0
Total Liabilities,,11341.0,15435.0,15004.0,16674.0,18253.0,18517.0,19251.0,19051.0
Fixed Assets,,9226.0,9874.0,10304.0,10234.0,11174.0,13615.0,14733.0,14038.0
CWIP,,162.0,110.0,71.0,64.0,1936.0,444.0,297.0,476.0
Investments,,0.0,625.0,0.0,49.0,1046.0,238.0,74.0,631.0
Other Assets,,1952.0,4825.0,4629.0,6328.0,4097.0,4220.0,4147.0,3905.0
Total Assets,,11341.0,15435.0,15004.0,16674.0,18253.0,18517.0,19251.0,19051.0
Land,Fixed Assets,7.0,0.0,219.0,357.0,336.0,324.0,312.0,281.0
Building,Fixed Assets,24.0,24.0,36.0,36.0,58.0,58.0,110.0,120.0
Plant Machinery,Fixed Assets,7267.0,8081.0,10527.0,11347.0,13117.0,14643.0,15528.0,16438.0
Equipments,Fixed Assets,18.0,20.0,22.0,24.0,26.0,27.0,25.0,26.0
Computers,Fixed Assets,14.0,22.0,24.0,35.0,46.0,57.0,56.0,54.0
Furniture n fittings,Fixed Assets,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
Vehicles,Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Intangible Assets,Fixed Assets,0.0,0.0,0.0,0.0,6888.0,8200.0,9464.0,9473.0
Other fixed assets,Fixed Assets,7534.0,8035.0,6754.0,6941.0,92.0,84.0,121.0,140.0
Gross Block,Fixed Assets,14872.0,16190.0,17590.0,18748.0,20571.0,23402.0,25623.0,26541.0
Accumulated Depreciation,Fixed Assets,5646.0,6316.0,7286.0,8514.0,9397.0,9787.0,10890.0,12502.0
Long term Borrowings,Borrowings,0.0,0.0,3693.0,4808.0,4730.0,2792.0,2652.0,2416.0
Short term Borrowings,Borrowings,0.0,0.0,2283.0,2390.0,1539.0,2042.0,1128.0,279.0
Lease Liabilities,Borrowings,0.0,0.0,1798.0,1870.0,2934.0,3270.0,3573.0,3443.0
Other Borrowings,Borrowings,2941.0,5191.0,0.0,0.0,0.0,0.0,0.0,0.0
Trade Payables,Other Liabilities,1591.0,1639.0,2224.0,1495.0,1441.0,1485.0,1586.0,1606.0
Advance from Customers,Other Liabilities,0.0,0.0,0.0,0.0,21.0,24.0,34.0,37.0
Other liability items,Other Liabilities,1040.0,5585.0,3020.0,2450.0,3378.0,4265.0,4346.0,4105.0
Trade receivables,Other Assets,100.0,228.0,143.0,2096.0,149.0,445.0,108.0,108.0
Cash Equivalents,Other Assets,31.0,307.0,59.0,121.0,89.0,74.0,37.0,61.0
Loans n Advances,Other Assets,133.0,142.0,176.0,133.0,96.0,396.0,415.0,250.0
Other asset items,Other Assets,1688.0,4148.0,4251.0,3978.0,3763.0,3305.0,3587.0,3486.0
