,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,27.0,31.0,31.0
Reserves,,115.0,124.0,136.0,155.0,179.0,206.0,284.0,311.0,375.0,466.0,1071.0,1385.0
Borrowings,,185.0,146.0,119.0,229.0,178.0,260.0,323.0,417.0,571.0,532.0,797.0,913.0
Other Liabilities,,101.0,118.0,168.0,213.0,282.0,235.0,154.0,163.0,287.0,456.0,660.0,1491.0
Total Liabilities,,414.0,402.0,437.0,611.0,652.0,715.0,775.0,905.0,1247.0,1481.0,2559.0,3820.0
Fixed Assets,,74.0,78.0,72.0,74.0,71.0,81.0,79.0,84.0,120.0,154.0,201.0,293.0
CWIP,,8.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,2.0,2.0,11.0,7.0
Investments,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,,332.0,323.0,364.0,536.0,580.0,633.0,694.0,814.0,1125.0,1325.0,2347.0,3520.0
Total Assets,,414.0,402.0,437.0,611.0,652.0,715.0,775.0,905.0,1247.0,1481.0,2559.0,3820.0
Land,Fixed Assets,23.0,23.0,23.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
Building,Fixed Assets,13.0,13.0,13.0,14.0,14.0,14.0,24.0,16.0,41.0,52.0,72.0,121.0
Plant Machinery,Fixed Assets,11.0,12.0,13.0,15.0,16.0,18.0,18.0,20.0,23.0,27.0,36.0,47.0
Computers,Fixed Assets,10.0,12.0,12.0,13.0,14.0,15.0,15.0,17.0,19.0,21.0,24.0,29.0
Furniture n fittings,Fixed Assets,31.0,38.0,39.0,41.0,42.0,47.0,49.0,54.0,79.0,104.0,127.0,175.0
Vehicles,Fixed Assets,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,6.0,8.0,16.0,21.0
Other fixed assets,Fixed Assets,9.0,10.0,11.0,11.0,11.0,21.0,11.0,22.0,12.0,13.0,13.0,14.0
Gross Block,Fixed Assets,100.0,111.0,115.0,124.0,127.0,144.0,148.0,160.0,206.0,251.0,316.0,434.0
Accumulated Depreciation,Fixed Assets,26.0,33.0,42.0,50.0,56.0,63.0,69.0,76.0,85.0,97.0,115.0,140.0
Long term Borrowings,Borrowings,50.0,58.0,36.0,31.0,38.0,55.0,62.0,106.0,134.0,114.0,72.0,51.0
Short term Borrowings,Borrowings,120.0,70.0,59.0,160.0,116.0,181.0,207.0,298.0,414.0,387.0,679.0,774.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,0.0,0.0,12.0,12.0,13.0,23.0,31.0,47.0,88.0
Other Borrowings,Borrowings,15.0,18.0,25.0,39.0,24.0,12.0,43.0,0.0,0.0,0.0,0.0,0.0
Trade Payables,Other Liabilities,34.0,45.0,88.0,58.0,75.0,37.0,13.0,7.0,20.0,18.0,33.0,20.0
Advance from Customers,Other Liabilities,62.0,66.0,75.0,146.0,199.0,188.0,127.0,143.0,252.0,422.0,611.0,1421.0
Other liability items,Other Liabilities,5.0,7.0,5.0,8.0,8.0,10.0,14.0,13.0,15.0,17.0,16.0,50.0
Inventories,Other Assets,289.0,281.0,312.0,476.0,504.0,564.0,649.0,750.0,982.0,1189.0,1979.0,2954.0
Trade receivables,Other Assets,0.0,0.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,4.0,9.0,24.0
Cash Equivalents,Other Assets,6.0,9.0,20.0,32.0,52.0,31.0,17.0,17.0,76.0,82.0,242.0,381.0
Loans n Advances,Other Assets,5.0,8.0,13.0,16.0,11.0,27.0,14.0,30.0,48.0,32.0,92.0,134.0
Other asset items,Other Assets,32.0,24.0,17.0,10.0,11.0,11.0,12.0,15.0,15.0,18.0,26.0,27.0
