,parent_line_item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Equity Capital,,69.0,78.0,78.0,78.0,79.0,79.0,79.0
Reserves,,1121.0,1759.0,2020.0,2322.0,2728.0,3191.0,3694.0
Borrowing,,2755.0,3653.0,5382.0,6378.0,8012.0,9887.0,12398.0
Other Liabilities,,95.0,137.0,177.0,181.0,199.0,253.0,348.0
Total Liabilities,,4040.0,5627.0,7657.0,8959.0,11017.0,13410.0,16519.0
Fixed Assets,,18.0,23.0,60.0,58.0,66.0,78.0,116.0
CWIP,,0.0,0.0,1.0,0.0,2.0,20.0,11.0
Investments,,0.0,0.0,0.0,0.0,53.0,111.0,182.0
Other Assets,,4022.0,5604.0,7596.0,8901.0,10897.0,13200.0,16210.0
Total Assets,,4040.0,5627.0,7657.0,8959.0,11017.0,13410.0,16519.0
Land,Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building,Fixed Assets,5.0,5.0,10.0,10.0,10.0,10.0,10.0
Equipments,Fixed Assets,3.0,5.0,7.0,8.0,9.0,12.0,14.0
Computers,Fixed Assets,8.0,12.0,14.0,17.0,22.0,29.0,32.0
Furniture n fittings,Fixed Assets,8.0,12.0,17.0,18.0,20.0,25.0,27.0
Vehicles,Fixed Assets,2.0,4.0,6.0,7.0,8.0,9.0,9.0
Other fixed assets,Fixed Assets,4.0,6.0,46.0,59.0,79.0,103.0,162.0
Gross Block,Fixed Assets,30.0,43.0,100.0,118.0,148.0,188.0,254.0
Accumulated Depreciation,Fixed Assets,11.0,21.0,40.0,60.0,82.0,110.0,138.0
Trade Payables,Other Liabilities,9.0,10.0,17.0,3.0,4.0,9.0,31.0
Other liability items,Other Liabilities,86.0,127.0,160.0,178.0,195.0,244.0,317.0
Trade receivables,Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Cash Equivalents,Other Assets,569.0,684.0,1197.0,1125.0,1546.0,1393.0,1798.0
Loans n Advances,Other Assets,0.0,20.0,19.0,6.0,12.0,11.0,27.0
Other asset items,Other Assets,3452.0,4901.0,6380.0,7769.0,9339.0,11796.0,14373.0
