,parent_line_item,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,106.0,106.0,106.0,106.0,106.0,115.0,120.0,120.0,121.0,121.0,123.0
Reserves,,70.0,-19.0,33.0,-176.0,-295.0,-2.0,566.0,850.0,935.0,974.0,1419.0
Borrowings,,348.0,306.0,371.0,488.0,1832.0,1336.0,1254.0,1565.0,2906.0,3188.0,3833.0
Other Liabilities,,196.0,202.0,218.0,1390.0,240.0,219.0,322.0,450.0,971.0,1057.0,1375.0
Total Liabilities,,720.0,596.0,728.0,1807.0,1884.0,1668.0,2263.0,2985.0,4932.0,5339.0,6750.0
Fixed Assets,,491.0,406.0,445.0,1578.0,1635.0,1392.0,1756.0,2427.0,4216.0,4622.0,5686.0
CWIP,,38.0,15.0,56.0,12.0,14.0,14.0,7.0,15.0,11.0,3.0,8.0
Investments,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Other Assets,,192.0,174.0,226.0,218.0,235.0,262.0,500.0,543.0,705.0,712.0,1054.0
Total Assets,,720.0,596.0,728.0,1807.0,1884.0,1668.0,2263.0,2985.0,4932.0,5339.0,6750.0
Land,Fixed Assets,10.0,10.0,10.0,10.0,1161.0,731.0,1119.0,1660.0,2301.0,2729.0,
Building,Fixed Assets,301.0,188.0,214.0,274.0,288.0,277.0,342.0,451.0,1087.0,1275.0,
Plant Machinery,Fixed Assets,319.0,201.0,230.0,297.0,315.0,305.0,422.0,592.0,1005.0,1175.0,
Equipments,Fixed Assets,12.0,6.0,9.0,17.0,20.0,19.0,27.0,34.0,41.0,49.0,
Computers,Fixed Assets,31.0,16.0,20.0,27.0,39.0,39.0,63.0,86.0,161.0,195.0,
Furniture n fittings,Fixed Assets,87.0,27.0,30.0,66.0,64.0,48.0,57.0,83.0,104.0,116.0,
Vehicles,Fixed Assets,16.0,6.0,6.0,7.0,7.0,4.0,4.0,4.0,5.0,6.0,
Intangible Assets,Fixed Assets,21.0,21.0,21.0,22.0,100.0,282.0,264.0,279.0,1228.0,1344.0,1879.0
Other fixed assets,Fixed Assets,115.0,55.0,70.0,1266.0,89.0,92.0,109.0,134.0,179.0,205.0,
Gross Block,Fixed Assets,913.0,530.0,610.0,1987.0,2083.0,1797.0,2408.0,3324.0,6111.0,7093.0,
Accumulated Depreciation,Fixed Assets,422.0,123.0,165.0,408.0,447.0,405.0,652.0,897.0,1894.0,2471.0,
Long term Borrowings,Borrowings,0.0,211.0,272.0,332.0,340.0,359.0,107.0,77.0,726.0,670.0,786.0
Short term Borrowings,Borrowings,0.0,8.0,41.0,68.0,90.0,21.0,25.0,1.0,185.0,262.0,575.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,1235.0,1288.0,872.0,1122.0,1487.0,1996.0,2256.0,2473.0
Preference Capital,Borrowings,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0
Other Borrowings,Borrowings,348.0,88.0,58.0,-1147.0,109.0,75.0,0.0,0.0,0.0,0.0,
Non controlling int,Other Liabilities,25.0,-20.0,-34.0,-51.0,-39.0,-42.0,-5.0,-6.0,293.0,308.0,343.0
Trade Payables,Other Liabilities,108.0,114.0,128.0,137.0,163.0,162.0,196.0,242.0,376.0,441.0,615.0
Advance from Customers,Other Liabilities,4.0,5.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,
Other liability items,Other Liabilities,59.0,103.0,121.0,1301.0,113.0,96.0,130.0,215.0,303.0,308.0,417.0
Inventories,Other Assets,39.0,34.0,45.0,55.0,72.0,62.0,85.0,129.0,131.0,148.0,165.0
Trade receivables,Other Assets,15.0,18.0,18.0,23.0,17.0,17.0,21.0,29.0,53.0,41.0,64.0
Cash Equivalents,Other Assets,46.0,37.0,45.0,27.0,16.0,41.0,66.0,85.0,181.0,181.0,495.0
Loans n Advances,Other Assets,13.0,11.0,14.0,14.0,14.0,12.0,15.0,22.0,35.0,24.0,171.0
Other asset items,Other Assets,78.0,74.0,104.0,98.0,115.0,130.0,313.0,279.0,305.0,317.0,159.0
