,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,41.0,41.0,41.0
Reserves,,438.0,612.0,738.0,774.0,854.0,763.0,866.0,998.0,1311.0,2569.0,3024.0,3390.0
Borrowings,,398.0,365.0,221.0,376.0,348.0,520.0,510.0,554.0,662.0,243.0,381.0,810.0
Other Liabilities,,1322.0,1530.0,1672.0,2068.0,2130.0,2137.0,2154.0,2741.0,3455.0,3758.0,4803.0,4325.0
Total Liabilities,,2175.0,2525.0,2650.0,3236.0,3351.0,3439.0,3549.0,4313.0,5447.0,6611.0,8249.0,8567.0
Fixed Assets,,257.0,259.0,356.0,392.0,400.0,444.0,384.0,433.0,859.0,1165.0,1536.0,1697.0
CWIP,,22.0,16.0,34.0,25.0,41.0,67.0,72.0,152.0,83.0,127.0,123.0,137.0
Investments,,36.0,242.0,11.0,13.0,15.0,17.0,295.0,162.0,148.0,267.0,432.0,457.0
Other Assets,,1860.0,2007.0,2250.0,2806.0,2895.0,2911.0,2799.0,3565.0,4357.0,5053.0,6158.0,6276.0
Total Assets,,2175.0,2525.0,2650.0,3236.0,3351.0,3439.0,3549.0,4313.0,5447.0,6611.0,8249.0,8567.0
Land,Fixed Assets,9.0,9.0,23.0,29.0,19.0,19.0,19.0,19.0,20.0,29.0,29.0,29.0
Building,Fixed Assets,170.0,88.0,95.0,106.0,99.0,169.0,185.0,249.0,449.0,552.0,759.0,828.0
Plant Machinery,Fixed Assets,260.0,117.0,133.0,169.0,217.0,250.0,276.0,324.0,564.0,757.0,952.0,1091.0
Equipments,Fixed Assets,13.0,3.0,4.0,5.0,7.0,8.0,8.0,9.0,14.0,21.0,23.0,27.0
Computers,Fixed Assets,21.0,11.0,14.0,17.0,24.0,29.0,31.0,31.0,32.0,43.0,36.0,46.0
Furniture n fittings,Fixed Assets,21.0,6.0,9.0,11.0,16.0,16.0,15.0,16.0,16.0,18.0,25.0,34.0
Vehicles,Fixed Assets,12.0,12.0,14.0,18.0,24.0,27.0,27.0,32.0,44.0,54.0,78.0,94.0
Intangible Assets,Fixed Assets,20.0,26.0,37.0,50.0,51.0,51.0,61.0,64.0,85.0,120.0,98.0,142.0
Other fixed assets,Fixed Assets,43.0,23.0,111.0,124.0,151.0,165.0,107.0,111.0,124.0,143.0,166.0,193.0
Gross Block,Fixed Assets,569.0,295.0,438.0,529.0,608.0,734.0,728.0,856.0,1347.0,1738.0,2166.0,2484.0
Accumulated Depreciation,Fixed Assets,313.0,35.0,82.0,137.0,208.0,291.0,344.0,423.0,488.0,573.0,631.0,787.0
Long term Borrowings,Borrowings,24.0,18.0,20.0,26.0,9.0,48.0,349.0,242.0,162.0,0.0,0.0,0.0
Short term Borrowings,Borrowings,373.0,345.0,196.0,344.0,336.0,401.0,102.0,236.0,416.0,167.0,199.0,627.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,0.0,0.0,60.0,55.0,76.0,84.0,76.0,182.0,183.0
Other Borrowings,Borrowings,1.0,2.0,5.0,6.0,3.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0
Non controlling int,Other Liabilities,0.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0
Trade Payables,Other Liabilities,885.0,1083.0,1176.0,1533.0,1535.0,1582.0,1605.0,2042.0,2511.0,2617.0,3428.0,2943.0
Advance from Customers,Other Liabilities,208.0,223.0,266.0,299.0,301.0,265.0,242.0,343.0,454.0,469.0,595.0,562.0
Other liability items,Other Liabilities,229.0,222.0,230.0,235.0,293.0,287.0,305.0,354.0,486.0,670.0,777.0,818.0
Inventories,Other Assets,479.0,535.0,596.0,1017.0,869.0,870.0,882.0,1144.0,1433.0,1407.0,2149.0,2166.0
Trade receivables,Other Assets,718.0,791.0,939.0,950.0,1112.0,838.0,811.0,1190.0,1549.0,1953.0,1959.0,2140.0
Cash Equivalents,Other Assets,44.0,46.0,97.0,81.0,101.0,294.0,332.0,270.0,243.0,377.0,432.0,402.0
Loans n Advances,Other Assets,16.0,48.0,70.0,98.0,76.0,87.0,75.0,83.0,125.0,137.0,163.0,147.0
Other asset items,Other Assets,603.0,588.0,548.0,659.0,737.0,823.0,699.0,879.0,1007.0,1179.0,1454.0,1421.0
