,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,0.88,0.01,0.86,3.0,3.0,229.0,261.0
Reserves,,2966.0,1736.0,-3296.0,-6509.0,-7785.0,9991.0,18053.0
Borrowings,,89.0,93.0,16071.0,16162.0,16437.0,1702.0,2551.0
Other Liabilities,,1346.0,1086.0,1637.0,1624.0,1874.0,3283.0,4372.0
Total Liabilities,,4402.0,2915.0,14412.0,11281.0,10529.0,15205.0,25237.0
Fixed Assets,,1332.0,747.0,801.0,1505.0,2041.0,3631.0,4558.0
CWIP,,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,,1879.0,925.0,10348.0,6541.0,5171.0,2677.0,6034.0
Other Assets,,1182.0,1243.0,3263.0,3235.0,3317.0,8897.0,14645.0
Total Assets,,4402.0,2915.0,14412.0,11281.0,10529.0,15205.0,25237.0
Building,Fixed Assets,1175.0,853.0,946.0,1100.0,1213.0,2708.0,4120.0
Plant Machinery,Fixed Assets,58.0,61.0,64.0,54.0,11.0,7.0,6.0
Equipments,Fixed Assets,41.0,41.0,136.0,176.0,230.0,571.0,785.0
Computers,Fixed Assets,90.0,86.0,123.0,141.0,125.0,216.0,287.0
Furniture n fittings,Fixed Assets,14.0,14.0,33.0,49.0,205.0,373.0,640.0
Intangible Assets,Fixed Assets,184.0,184.0,203.0,696.0,1076.0,1077.0,934.0
Other fixed assets,Fixed Assets,20.0,29.0,33.0,199.0,240.0,240.0,236.0
Gross Block,Fixed Assets,1581.0,1269.0,1539.0,2414.0,3100.0,5192.0,7008.0
Accumulated Depreciation,Fixed Assets,250.0,522.0,738.0,909.0,1059.0,1561.0,2450.0
Long term Borrowings,Borrowings,79.0,66.0,0.0,0.0,96.0,0.0,0.0
Short term Borrowings,Borrowings,0.0,25.0,0.0,0.0,115.0,28.0,100.0
Lease Liabilities,Borrowings,0.0,0.0,508.0,600.0,653.0,1674.0,2451.0
Preference Capital,Borrowings,0.0,1.0,15563.0,15563.0,15573.0,0.0,0.0
Other Borrowings,Borrowings,10.0,0.0,0.0,0.0,-0.0,0.0,0.0
Trade Payables,Other Liabilities,289.0,348.0,956.0,873.0,881.0,1818.0,2278.0
Advance from Customers,Other Liabilities,0.0,0.0,0.0,13.0,6.0,1.0,7.0
Other liability items,Other Liabilities,1058.0,738.0,681.0,738.0,987.0,1464.0,2087.0
Inventories,Other Assets,28.0,16.0,24.0,11.0,49.0,55.0,76.0
Trade receivables,Other Assets,122.0,165.0,1112.0,1062.0,964.0,2463.0,4048.0
Cash Equivalents,Other Assets,583.0,702.0,1104.0,864.0,891.0,3300.0,4043.0
Loans n Advances,Other Assets,94.0,0.0,264.0,168.0,140.0,167.0,271.0
Other asset items,Other Assets,354.0,359.0,759.0,1130.0,1273.0,2912.0,6207.0
