,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,488.0,4883.0,4883.0,6712.0,6712.0,8328.0,8329.0
Reserves,,70.0,1149.0,1858.0,3791.0,5521.0,11619.0,14194.0
Borrowing,,2560.0,31601.0,41492.0,53745.0,69129.0,82072.0,103704.0
Other Liabilities,,19.0,226.0,293.0,406.0,464.0,790.0,920.0
Total Liabilities,,3137.0,37858.0,48527.0,64654.0,81827.0,102809.0,127147.0
Fixed Assets,,9.0,79.0,97.0,113.0,123.0,141.0,154.0
CWIP,,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Investments,,251.0,3266.0,1248.0,2001.0,1939.0,2533.0,2502.0
Other Assets,,2878.0,34513.0,47180.0,62540.0,79765.0,100134.0,124491.0
Total Assets,,3137.0,37858.0,48527.0,64654.0,81827.0,102809.0,127147.0
Building,Fixed Assets,6.0,61.0,80.0,99.0,108.0,133.0,149.0
Equipments,Fixed Assets,1.0,14.0,15.0,15.0,14.0,15.0,17.0
Computers,Fixed Assets,2.0,15.0,23.0,25.0,31.0,34.0,36.0
Furniture n fittings,Fixed Assets,1.0,11.0,12.0,13.0,14.0,10.0,12.0
Vehicles,Fixed Assets,1.0,8.0,11.0,19.0,29.0,35.0,40.0
Other fixed assets,Fixed Assets,1.0,19.0,28.0,43.0,60.0,77.0,89.0
Gross Block,Fixed Assets,11.0,128.0,169.0,214.0,256.0,304.0,343.0
Accumulated Depreciation,Fixed Assets,3.0,49.0,72.0,101.0,133.0,163.0,189.0
Trade Payables,Other Liabilities,3.0,21.0,36.0,46.0,58.0,76.0,126.0
Other liability items,Other Liabilities,16.0,205.0,257.0,360.0,407.0,714.0,794.0
Trade receivables,Other Assets,12.0,311.0,2.0,2.0,13.0,22.0,28.0
Cash Equivalents,Other Assets,66.0,717.0,407.0,109.0,64.0,62.0,166.0
Loans n Advances,Other Assets,2.0,17.0,19.0,11.0,38.0,85.0,50.0
Other asset items,Other Assets,2798.0,33469.0,46753.0,62418.0,79649.0,99966.0,124247.0
