total_assets_cagr1y,reserves_to_equity_cap,reserves_cagr5y,cwip_cagr1y,fa_to_assets,trade_receivables_cagr5y,trade_payables_cagr1y,nse_symbol,investments_cagr1y,cash_equivalents_cagr5y,fixed_assets_cagr3y,cwip_cagr5y,cagr3y_pct,cagr7y_pct,inv_to_assets,equity_capital_cagr1y,total_liabilities_cagr1y,borrowings_to_assets,Stock Price (Rs),borrowings_cagr3y,debt_to_equity,reserves_cagr3y,total_assets_cagr5y,trade_payables_cagr3y,rec_to_assets,cash_equivalents_cagr3y,cash_equivalents_cagr1y,fixed_assets_cagr1y,industry,inventories_cagr1y,total_liabilities_cagr5y,trade_payables_cagr5y,cash_to_assets,borrowings_cagr1y,pay_to_assets,cwip_to_fa,investments_to_assets,investments_cagr3y,borrowings_cagr5y,cagr5y_pct,total_liabilities_cagr3y,fixed_assets_cagr5y,investments_cagr5y,equity_capital_cagr3y,cwip_cagr3y,equity_capital_cagr5y,inventories_cagr3y,inventories_cagr5y,trade_receivables_cagr3y,reserves_cagr1y,trade_receivables_cagr1y,base_year,total_assets_cagr3y,Market Cap (Rs Cr)
,,,,,,,360ONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,
,,,,,,,360ONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,
,,,,,,,360ONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,
,115.4375,,,0.0032403052158461376,,,360ONE,,,,,,,0.0,,,0.7281279397930386,,,3.739130434782609,,,,0.020382565067419253,,,,,,,,0.07787185115501202,,0.013065746838089266,0.7096774193548387,0.11612835789693739,,,,,,,,,,,,,,,2018,,
2.0487091042123984,170.23529411764707,,686.3636363636364,0.03451807845948991,,-59.20000000000001,360ONE,174.79747974797482,,,,,,0.0020485506504148315,6.25,2.0487091042123984,0.6251152309740858,,,2.0965304019237374,,,,0.030318549626139505,,-62.81879194630873,987.0967741935484,,,,,0.028372426508245417,-12.388745334481765,0.00522380415855782,0.5133531157270029,0.312711256785824,,,,,,,,,,,,,56.68651867893881,51.79487179487179,2019,,
33.3708900952576,174.94117647058823,,-99.42196531791907,0.04669380231933031,,35.29411764705883,360ONE,113.29839502129056,,,,19.648633778022173,,0.0,0.0,33.3708900952576,0.6787497120036864,251.45,,2.9548645937813443,,,,0.01866216112433761,,325.6317689530686,80.4154302670623,,,,,0.09054604101067507,44.8140258889071,0.00529913217110821,0.001644736842105263,0.5001151985254588,,,30.250610144729496,,,,,,,,,,2.764340013821709,-17.905405405405407,2020,,4274.65
-32.885339067659935,156.11111111111111,,100.0,0.09577754891864057,,27.536231884057962,360ONE,-61.40970515970516,,199.99999999999994,,29.671951496637462,,0.0,5.882352941176472,-32.885339067659935,0.5809589197848725,309.85,-10.007172384342034,1.7952616690240453,15.012878996231628,,-11.04079637722738,0.02586108250371896,3.9990204162263066,-28.922815945716707,37.664473684210535,,,,,0.0958919784872411,-42.55487666892962,0.01006980203684632,0.0023894862604540022,0.2875615058931228,31.2681838230785,,25.105914278914575,-2.972392704357929,,,4.0041911525952045,-55.03556869773908,,,,5.0407811044751005,-5.514458641560194,-6.995884773662553,2021,-2.972392704357929,5577.3
22.828698935805015,167.0,,,0.07602012297372834,,100.0,360ONE,62.037405491444495,,34.28270649620071,,31.217466409781714,,0.0,0.0,22.828698935805015,0.5410844046953606,417.23,-1.6379104874594597,1.9206349206349207,1.273732511454928,,51.11729249276544,0.024967393329606857,54.52201954562841,21.95704057279235,-2.508960573476704,,,,,0.09521147754797839,14.398266692928896,0.016396497111980622,0.0,0.37935531954536983,10.076257376819164,,,3.2110272453608424,,,1.9235467531193207,,,,,-3.258156054611683,6.975088967971521,18.584070796460182,2022,3.2110272453608424,7510.14
4.257499534190412,85.72222222222223,10.811747884698075,,0.07863461710302921,9.214827316197006,-22.72727272727273,360ONE,-11.370333988212177,-0.5153515549027543,13.11660558464036,12.13169452916456,30.15332818967491,,0.0,100.0,4.257499534190412,0.606201411848807,430.7,-8.4389817100347,2.1729660474055095,1.2398871794389477,3.1854884552111162,25.380483197296044,0.027075328388883924,-14.923893703290691,-28.962818003913892,7.843137254901955,,,3.1854884552111162,1.7011301597667838,0.0648735591099991,16.804407713498627,0.012152622643195424,0.04431818181818182,0.3224912876418551,-17.859470760980912,-0.5280861655665658,,-4.9231351930026594,95.26490553720251,26.571102959120907,28.415622034199274,239.12114430141665,17.607902252467355,,,7.6330015664629824,2.661343978709252,13.059701492537323,2023,-4.9231351930026594,15505.2
35.05495487445269,94.83333333333333,3.360118366533138,64.1025641025641,0.06219399232499669,2.0743038094795274,18.38235294117647,360ONE,64.81019673039623,18.159374131350937,3.9443286367143893,-18.03531500055745,,,0.0,0.0,35.05495487445269,0.6267037184067752,675.6,23.105703788836784,2.7455072463768118,6.705236397829073,9.13378700046965,22.305992047396963,0.021701733492126504,-8.688483969242899,-12.121212121212121,6.818181818181812,,,9.13378700046965,25.849397288022445,0.042212518195050945,39.622641509433954,0.010652375281196242,0.06808510638297872,0.3935424110096599,33.26808497831411,9.189194931774015,,20.034446125802653,22.772073452744813,14.269106389068998,25.99210498948732,217.48021039363988,16.190525490599008,,,13.219648310943487,10.628645495787437,8.25082508250825,2024,20.034446125802653,24321.6
30.7926425830356,180.15384615384616,18.76088800196536,37.5,0.06480169971671389,12.761148475818661,26.086956521739136,360ONE,27.90854068594486,-1.521422507190584,16.221459149556104,144.84798507285493,,,0.0,8.333333333333325,30.7926425830356,0.5645487656819101,942.65,24.321391460917408,1.5796178343949046,32.710837452714394,8.70854392193483,4.872379821950945,0.022409955483609873,2.232876560904362,71.15987460815047,36.27659574468085,,,8.70854392193483,24.087887024696087,0.05524079320113314,17.820945945945944,0.010269121813031162,0.06869633099141297,0.3848644273573452,23.165075724844076,4.7760542750207025,,22.574570591274835,16.072438957372004,3.1599736202910123,29.398934610938454,,18.065534379958457,,,18.23779192404542,105.79964850615116,35.0609756097561,2025,22.574570591274835,36763.35
