nse_symbol,base_year,industry,Stock Price (Rs),Market Cap (Rs Cr),P/E ratio,fa_cagr3,inv_cagr3,rec_cagr3,pay_cagr3,assets_cagr3,sales_cagr3,profit_cagr3,debt_to_equity,roe_pct,roce_pct,asset_turnover,cwip_to_fa,inv_days,rec_days,pay_days,ccc_days,ret3y_pct,ret5y_pct,ret7y_pct
360ONE,2015,,,,,,,,,,,,,,,,,,,,,,,
360ONE,2016,,,,,,,,,,,,,,,,,,,,,,,
360ONE,2017,,,,,,,,,,,,,,,,,,,,,,,
360ONE,2018,,,,,,,,,,,,3.739130434782609,20.397208803005903,11.926605504587156,0.17821678687153758,0.7096774193548387,0.0,41.74486803519061,26.75953079178886,14.985337243401755,,,
360ONE,2019,,,,,,,,,,,,2.0965304019237374,12.882171075231879,10.982915464832482,0.1616306463177302,0.5133531157270029,4.6261089987325725,68.46641318124207,11.79657794676806,61.29594423320659,,,
360ONE,2020,,251.45,4274.65,15.45,,,,,,,,2.9548645937813443,6.720160481444333,6.957477386085046,0.11681130481529836,0.001644736842105263,0.0,58.31360946745563,16.558185404339252,41.75542406311638,71.28653807914098,274.8856631537085,
360ONE,2021,,309.85,5577.3,16.77,199.99999999999994,,5.0407811044751005,-11.04079637722738,-2.972392704357929,-1.007177456730901,-0.9743755212804572,1.7952616690240453,13.048090523338049,11.878557874762809,0.18926650646527063,0.0023894862604540022,0.0,49.873035066505444,19.419588875453446,30.453446191052,118.04098757463288,206.470873003066,
360ONE,2022,,417.23,7510.14,18.62,34.28270649620071,,-3.258156054611683,51.11729249276544,3.2110272453608424,9.503394996766957,15.513352986868556,1.9206349206349207,19.113756613756614,13.100090579710145,0.19303148872740825,0.0,0.0,47.21042471042471,31.003861003861,16.20656370656371,125.93054190734128,,
360ONE,2023,,430.7,15505.2,16.67,13.11660558464036,,7.6330015664629824,25.380483197296044,-4.9231351930026594,10.586392911477493,48.48295844976269,2.1729660474055095,21.076233183856502,13.03250555219059,0.1838084174783308,0.04431818181818182,0.0,53.76519202722411,24.132231404958677,29.632960622265433,120.47829115393544,,
360ONE,2024,,675.6,24321.6,22.57,3.9443286367143893,,13.219648310943487,22.305992047396963,20.034446125802653,20.873755938661187,29.641255279199186,2.7455072463768118,23.304347826086957,13.194551926946293,0.1932645229588461,0.06808510638297872,0.0,40.985963711057856,20.11811023622047,20.867853474837386,,,
360ONE,2025,,942.65,36763.35,,16.221459149556104,,18.23779192404542,4.872379821950945,22.574570591274835,21.14624481899845,20.64594641127091,1.5796178343949046,14.366595895258316,13.119341563786008,0.18636179684338325,0.06869633099141297,0.0,43.89115092290988,20.112649294245383,23.778501628664497,,,
360ONE,2026,,949.6,38933.6,,65.22134081376501,,18.484798957697677,22.66244139850222,34.45346272885952,28.4745553247274,22.716387025367514,1.6196624644164295,12.3627490849939,10.50568556681026,0.1603617514061983,0.0,0.0,42.17331499312242,21.00298028427327,21.170334708849147,,,
3MINDIA,2015,SERVICES,7935.3,,,,,,,,,,,,,,,,,,,144.6391440777286,137.2682822325558,148.22375965621967
3MINDIA,2016,SERVICES,10724.95,,,,,,,,,,,,,,,,,,,124.10966950894876,183.79293143557777,114.11614972563973
3MINDIA,2017,SERVICES,11567.55,,,,,,,,,,,,,,,,,,,62.76523550795115,70.28065580006138,169.6625473847098
3MINDIA,2018,SERVICES,19412.85,21354.13,65.6,,,,,,,,0.009380863039399626,31.238273921200747,46.37546468401487,1.1726525313717007,0.019801980198019802,49.42988929889299,76.50184501845018,48.0830258302583,77.84870848708488,56.78609786816467,18.29200761351373,48.81457385185588
3MINDIA,2019,SERVICES,24035.65,26439.22,73.94,,,,,,,,0.009769713886950453,25.540823447313326,37.04215618521078,1.4244570349386214,0.04195804195804196,49.72323500165727,71.01590984421611,43.069274113357636,77.66987073251575,-18.049647086723276,29.77951501207581,25.31385670868065
3MINDIA,2020,SERVICES,18827.95,20710.74,65.83,,,,,,,,0.023986293546544833,18.389491719017702,25.09760178471835,1.2598059890341629,0.02287581699346405,53.644124539671914,65.25276196853031,38.247405423501846,80.64948108470037,21.966809981968293,53.437575519374114,
3MINDIA,2021,SERVICES,30436.65,33480.32,211.16,-4.248334667867071,7.584584091096258,-4.869413456327287,11.883814039499319,4.694658529536722,-1.308561558876098,-21.351533274581357,0.012041884816753926,8.481675392670157,13.398861872736678,0.9822775263951734,0.09022556390977443,64.03262955854127,68.51631477927063,70.05758157389636,62.49136276391556,2.4861474570953,-1.0403575952018462,
3MINDIA,2022,SERVICES,19697.3,21667.03,81.59,2.3899774732278,6.035531932967686,-3.469340399862586,14.756534833358682,12.379649564632045,3.40707266610889,-9.42063476808299,0.011452130096197893,12.459917544663307,17.617753623188406,1.1097804391217565,0.0749185667752443,53.6121103117506,57.769784172661865,58.863908872901675,52.517985611510795,46.665532839526236,,
3MINDIA,2023,SERVICES,22963.85,25260.23,57.36,3.370930256786897,11.650043513816932,5.944274042972264,34.64276045989918,4.606682668183915,9.845792472686,11.885435520551123,0.016100178890876567,26.89326177698271,35.44600938967136,1.4587324981577008,0.07396449704142012,56.33114422834049,58.5438241980298,70.43697903510987,44.437989391260416,31.162675248270656,,
3MINDIA,2024,SERVICES,31193.35,34312.68,60.23,7.667711556474854,5.195818576000222,12.862280648155021,18.118811672489766,6.991062469061848,17.15681168415273,53.24436482696553,0.008383791336748951,27.154168607359107,35.057736720554274,1.2897167487684729,0.03614457831325301,46.35473860109811,61.25447600859394,71.7975650513249,35.811649558367165,,,
3MINDIA,2025,SERVICES,28889.15,,,,,,,,,,,,,,,,,,,,,
3MINDIA,2026,SERVICES,30120.0,,,,,,,,,,,,,,,,,,,,,
AADHARHFC,2015,,,,,,,,,,,,,,,,,,,,,,,
AADHARHFC,2016,,,,,,,,,,,,,,,,,,,,,,,
AADHARHFC,2017,,,,,,,,,,,,,,,,,,,,,,,
AADHARHFC,2018,,,,,,,,,,,,,,,,,,,,,,,
AADHARHFC,2019,,,,,,,,,,,,,18.859138533178115,,,0.0,,,,,,,
AADHARHFC,2020,,,,,,,,,,,,,8.052833404345973,,,0.0,,,,,,,
AADHARHFC,2021,,,,,,,,,,,,,12.625324916450056,,,0.0,,,,,,,
AADHARHFC,2022,,,,,9.40515851211552,,7.721734501594191,47.1691329220834,14.88850431744102,,40.04953315716404,,14.140451223387354,,,0.0,,,,,,,
AADHARHFC,2023,,,,,12.710045297240802,,25.99210498948732,40.24821086288453,10.352752676917621,,42.33495422916971,,14.737696051919958,,,0.0,,,,,,,
