fy,close
Mar 2012,5248.15
Mar 2013,5930.2
Mar 2014,6696.4
Mar 2015,8181.5
Mar 2016,7849.8
Mar 2017,9304.05
Mar 2018,10739.35
Mar 2019,11748.15
Mar 2020,9859.9
Mar 2021,14631.1
Mar 2022,17102.55
Mar 2023,18065.0
Mar 2024,22604.85
Mar 2025,24334.2
Mar 2026,23997.55
