,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,0.06,0.06,0.0,2931.0,2931.0,2931.0,2931.0
Reserves,,-0.0,-0.0,17049.0,14118.0,12558.0,10184.0,10243.0
Borrowings,,0.0,0.0,1691.0,3842.0,6662.0,5909.0,4613.0
Other Liabilities,,0.0,0.0,1765.0,4678.0,7218.0,9446.0,10451.0
Total Liabilities,,0.0,0.0,20504.0,25568.0,29368.0,28470.0,28237.0
Fixed Assets,,0.0,0.0,1132.0,1118.0,20273.0,20131.0,19452.0
CWIP,,0.0,0.0,17038.0,19545.0,1215.0,717.0,570.0
Investments,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,,0.0,0.0,2334.0,4904.0,7881.0,7621.0,8215.0
Total Assets,,0.0,0.0,20504.0,25568.0,29368.0,28470.0,28237.0
Land,Fixed Assets,0.0,0.0,113.19,119.67,925.19,939.64,
Building,Fixed Assets,0.0,0.0,823.28,823.58,2945.19,3300.68,
Plant Machinery,Fixed Assets,0.0,0.0,4.77,7.58,12801.04,13097.56,
Equipments,Fixed Assets,0.0,0.0,29.79,31.44,76.4,85.47,
Furniture n fittings,Fixed Assets,0.0,0.0,170.48,180.81,3683.19,3793.33,
Railway sidings,Fixed Assets,0.0,0.0,96.34,96.34,556.2,556.2,
Intangible Assets,Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,3.6
Other fixed assets,Fixed Assets,0.0,0.0,0.2,0.22,0.23,5.81,
Gross Block,Fixed Assets,0.0,0.0,1238.05,1259.64,20987.44,21778.69,
Accumulated Depreciation,Fixed Assets,0.0,0.0,105.79,141.15,714.56,1647.34,
Long term Borrowings,Borrowings,0.0,0.0,1668.0,3818.0,4261.0,3289.0,2842.0
Short term Borrowings,Borrowings,0.0,0.0,23.0,24.0,2391.0,2608.0,1760.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,0.0,10.0,11.0,11.0
Trade Payables,Other Liabilities,0.0,0.0,303.0,390.0,2503.0,4832.0,6044.0
Other liability items,Other Liabilities,0.0,0.0,1462.0,4288.0,4715.0,4615.0,4407.0
Inventories,Other Assets,0.0,0.0,40.0,860.0,3703.0,3057.0,3897.0
Trade receivables,Other Assets,0.0,0.0,0.0,0.0,37.0,197.0,179.0
Cash Equivalents,Other Assets,0.0,0.0,1.0,1513.0,721.0,908.0,800.0
Loans n Advances,Other Assets,0.0,0.0,40.0,307.0,575.0,185.0,142.0
Other asset items,Other Assets,0.0,0.0,2253.0,2225.0,2844.0,3274.0,3197.0
