,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,166.0,151.0,151.0,168.0,169.0,171.0,172.0,173.0
Reserves,,353.0,259.0,196.0,477.0,701.0,970.0,1236.0,1501.0
Borrowings,,435.0,413.0,383.0,160.0,160.0,49.0,47.0,55.0
Other Liabilities,,68.0,46.0,194.0,222.0,220.0,229.0,296.0,1045.0
Total Liabilities,,1022.0,868.0,923.0,1026.0,1250.0,1418.0,1750.0,2774.0
Fixed Assets,,732.0,691.0,630.0,669.0,691.0,764.0,803.0,1834.0
CWIP,,0.0,0.0,3.0,35.0,40.0,37.0,29.0,5.0
Investments,,112.0,14.0,95.0,93.0,229.0,150.0,462.0,239.0
Other Assets,,178.0,163.0,196.0,230.0,291.0,467.0,456.0,695.0
Total Assets,,1022.0,868.0,923.0,1026.0,1250.0,1418.0,1750.0,2774.0
Building,Fixed Assets,48.0,61.0,70.0,81.0,83.0,114.0,120.0,
Plant Machinery,Fixed Assets,1.0,1.0,1.0,1.0,1.0,1.0,2.0,
Equipments,Fixed Assets,3.0,4.0,4.0,5.0,5.0,7.0,8.0,
Computers,Fixed Assets,19.0,27.0,31.0,49.0,65.0,85.0,106.0,
Furniture n fittings,Fixed Assets,2.0,2.0,2.0,2.0,2.0,2.0,4.0,
Vehicles,Fixed Assets,1.0,1.0,1.0,2.0,2.0,3.0,8.0,
Intangible Assets,Fixed Assets,682.0,683.0,683.0,707.0,707.0,716.0,716.0,1701.0
Other fixed assets,Fixed Assets,10.0,34.0,56.0,78.0,118.0,178.0,227.0,
Gross Block,Fixed Assets,766.0,814.0,849.0,924.0,982.0,1106.0,1189.0,
Accumulated Depreciation,Fixed Assets,34.0,122.0,219.0,255.0,291.0,342.0,386.0,
Long term Borrowings,Borrowings,373.0,343.0,294.0,123.0,0.0,0.0,0.0,0.0
Short term Borrowings,Borrowings,17.0,0.0,52.0,0.0,130.0,0.0,0.0,0.0
Lease Liabilities,Borrowings,29.0,38.0,36.0,37.0,30.0,49.0,47.0,55.0
Preference Capital,Borrowings,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0
Other Borrowings,Borrowings,16.0,32.0,0.0,-123.0,0.0,-0.0,-0.0,
Trade Payables,Other Liabilities,22.0,20.0,25.0,26.0,26.0,35.0,67.0,78.0
Advance from Customers,Other Liabilities,3.0,3.0,3.0,4.0,2.0,2.0,2.0,
Other liability items,Other Liabilities,42.0,23.0,166.0,193.0,193.0,191.0,226.0,968.0
Trade receivables,Other Assets,88.0,88.0,111.0,113.0,127.0,152.0,193.0,269.0
Cash Equivalents,Other Assets,54.0,18.0,23.0,45.0,87.0,252.0,170.0,212.0
Loans n Advances,Other Assets,2.0,6.0,8.0,9.0,16.0,22.0,19.0,19.0
Other asset items,Other Assets,34.0,52.0,53.0,64.0,61.0,42.0,73.0,194.0
