,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,4366.0,4484.0,4503.0,4507.0,4509.0,4597.0,4673.0
Reserves,,-143.0,105.0,322.0,650.0,1113.0,1804.0,2740.0
Borrowings,,793.0,770.0,1790.0,1462.0,1483.0,1729.0,1988.0
Other Liabilities,,2377.0,2547.0,1603.0,1671.0,1401.0,1862.0,2048.0
Total Liabilities,,7392.0,7905.0,8218.0,8289.0,8506.0,9993.0,11449.0
Fixed Assets,,5736.0,4643.0,5802.0,5893.0,6183.0,6535.0,6882.0
CWIP,,20.0,11.0,11.0,69.0,38.0,14.0,34.0
Investments,,87.0,547.0,417.0,35.0,0.0,387.0,1119.0
Other Assets,,1549.0,2704.0,1988.0,2293.0,2284.0,3057.0,3415.0
Total Assets,,7392.0,7905.0,8218.0,8289.0,8506.0,9993.0,11449.0
Building,Fixed Assets,90.0,101.0,121.0,140.0,172.0,207.0,
Plant Machinery,Fixed Assets,102.0,117.0,144.0,165.0,202.0,244.0,
Equipments,Fixed Assets,159.0,187.0,230.0,272.0,320.0,393.0,
Computers,Fixed Assets,54.0,66.0,76.0,96.0,133.0,153.0,
Furniture n fittings,Fixed Assets,219.0,254.0,316.0,374.0,464.0,495.0,
Vehicles,Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,
Intangible Assets,Fixed Assets,4506.0,4284.0,4284.0,4284.0,4284.0,4284.0,4301.0
Other fixed assets,Fixed Assets,1159.0,22.0,1857.0,2228.0,2767.0,3418.0,
Gross Block,Fixed Assets,6290.0,5031.0,7028.0,7558.0,8343.0,9194.0,
Accumulated Depreciation,Fixed Assets,554.0,388.0,1226.0,1665.0,2160.0,2659.0,
Long term Borrowings,Borrowings,768.0,706.0,404.0,92.0,0.0,0.0,0.0
Short term Borrowings,Borrowings,1.0,64.0,94.0,41.0,0.0,0.0,0.0
Lease Liabilities,Borrowings,0.0,0.0,1292.0,1328.0,1483.0,1729.0,1988.0
Other Borrowings,Borrowings,24.0,0.0,0.0,0.0,0.0,0.0,
Trade Payables,Other Liabilities,1068.0,1276.0,1461.0,1501.0,1220.0,1479.0,1619.0
Advance from Customers,Other Liabilities,1.0,0.0,3.0,2.0,3.0,4.0,
Other liability items,Other Liabilities,1308.0,1271.0,140.0,169.0,178.0,380.0,429.0
Inventories,Other Assets,1112.0,970.0,1216.0,1491.0,1465.0,1850.0,2017.0
Trade receivables,Other Assets,3.0,3.0,2.0,4.0,32.0,66.0,28.0
Cash Equivalents,Other Assets,115.0,123.0,216.0,169.0,119.0,464.0,595.0
Loans n Advances,Other Assets,197.0,20.0,19.0,16.0,36.0,26.0,108.0
Other asset items,Other Assets,121.0,1588.0,535.0,613.0,633.0,651.0,667.0
