,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,773.0,774.0,915.0,938.0,949.0,1015.0,1220.0,1221.0
Reserves,,655.0,294.0,1729.0,1835.0,2394.0,3007.0,5592.0,4619.0
Borrowings,,1703.0,5285.0,3600.0,4100.0,6573.0,9451.0,5017.0,6189.0
Other Liabilities,,3489.0,3406.0,3805.0,5321.0,6873.0,8317.0,4565.0,5729.0
Total Liabilities,,6621.0,9758.0,10049.0,12195.0,16790.0,21790.0,16394.0,17757.0
Fixed Assets,,2555.0,4940.0,5627.0,6059.0,8359.0,11879.0,9417.0,10387.0
CWIP,,22.0,48.0,38.0,103.0,204.0,171.0,181.0,88.0
Investments,,4.0,14.0,418.0,684.0,267.0,985.0,1749.0,1240.0
Other Assets,,4039.0,4756.0,3966.0,5348.0,7960.0,8756.0,5046.0,6042.0
Total Assets,,6621.0,9758.0,10049.0,12195.0,16790.0,21790.0,16394.0,17757.0
Land,Fixed Assets,6.0,16.0,17.0,17.0,18.0,18.0,0.0,
Building,Fixed Assets,306.0,3099.0,3647.0,4767.0,6644.0,8256.0,6196.0,
Plant Machinery,Fixed Assets,184.0,226.0,243.0,281.0,323.0,354.0,69.0,
Equipments,Fixed Assets,130.0,136.0,141.0,155.0,199.0,242.0,175.0,
Computers,Fixed Assets,102.0,117.0,123.0,137.0,184.0,203.0,150.0,
Furniture n fittings,Fixed Assets,510.0,549.0,604.0,632.0,848.0,983.0,937.0,
Vehicles,Fixed Assets,13.0,16.0,14.0,10.0,19.0,45.0,26.0,
Intangible Assets,Fixed Assets,1923.0,2065.0,2897.0,2898.0,3232.0,5732.0,5703.0,5458.0
Other fixed assets,Fixed Assets,66.0,118.0,127.0,141.0,670.0,805.0,176.0,
Gross Block,Fixed Assets,3241.0,6342.0,7812.0,9038.0,12137.0,16637.0,13434.0,
Accumulated Depreciation,Fixed Assets,686.0,1402.0,2185.0,2979.0,3777.0,4758.0,4017.0,
Long term Borrowings,Borrowings,724.0,857.0,814.0,778.0,1508.0,2512.0,1149.0,1091.0
Short term Borrowings,Borrowings,474.0,1512.0,322.0,454.0,798.0,1694.0,290.0,603.0
Lease Liabilities,Borrowings,0.0,2502.0,2463.0,2868.0,4267.0,5246.0,3578.0,4495.0
Preference Capital,Borrowings,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
Other Borrowings,Borrowings,504.0,414.0,-1.0,-1.0,-0.0,-1.0,-1.0,
Non controlling int,Other Liabilities,0.0,20.0,32.0,15.0,3.0,687.0,1.0,424.0
Trade Payables,Other Liabilities,2397.0,2290.0,2152.0,3411.0,3846.0,4131.0,2242.0,2353.0
Advance from Customers,Other Liabilities,15.0,43.0,66.0,86.0,67.0,96.0,97.0,
Other liability items,Other Liabilities,1077.0,1053.0,1554.0,1809.0,2957.0,3402.0,2224.0,2952.0
Inventories,Other Assets,1921.0,2367.0,1847.0,2930.0,4214.0,4505.0,2454.0,2828.0
Trade receivables,Other Assets,781.0,840.0,608.0,756.0,886.0,1283.0,373.0,407.0
Cash Equivalents,Other Assets,57.0,267.0,262.0,121.0,701.0,462.0,773.0,481.0
Loans n Advances,Other Assets,156.0,161.0,130.0,198.0,224.0,273.0,181.0,593.0
Other asset items,Other Assets,1123.0,1121.0,1120.0,1343.0,1934.0,2232.0,1264.0,1734.0
