,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,12.0,13.0,14.0,0.02,0.1,0.1,115.0
Reserves,,1035.0,1178.0,1900.0,3664.0,3466.0,3431.0,5781.0
Borrowings,,176.0,191.0,236.0,514.0,730.0,1046.0,441.0
Other Liabilities,,2225.0,3185.0,4111.0,5141.0,5422.0,6222.0,6961.0
Total Liabilities,,3448.0,4567.0,6260.0,9318.0,9618.0,10698.0,13297.0
Fixed Assets,,1017.0,980.0,1019.0,2103.0,1920.0,1825.0,1963.0
CWIP,,52.0,48.0,122.0,269.0,222.0,160.0,41.0
Investments,,40.0,34.0,50.0,18.0,21.0,30.0,28.0
Other Assets,,2338.0,3505.0,5070.0,6928.0,7455.0,8683.0,11265.0
Total Assets,,3448.0,4567.0,6260.0,9318.0,9618.0,10698.0,13297.0
Building,Fixed Assets,14.0,68.0,71.0,154.0,182.0,219.0,
Plant Machinery,Fixed Assets,378.0,505.0,667.0,877.0,812.0,878.0,
Equipments,Fixed Assets,2.0,2.0,2.0,4.0,6.0,7.0,
Computers,Fixed Assets,32.0,36.0,86.0,83.0,95.0,82.0,
Furniture n fittings,Fixed Assets,9.0,5.0,3.0,5.0,7.0,10.0,
Vehicles,Fixed Assets,0.0,0.0,0.0,5.0,11.0,12.0,
Intangible Assets,Fixed Assets,459.0,459.0,609.0,1602.0,1620.0,1569.0,1529.0
Other fixed assets,Fixed Assets,346.0,274.0,112.0,298.0,306.0,218.0,
Gross Block,Fixed Assets,1239.0,1349.0,1550.0,3028.0,3039.0,2997.0,
Accumulated Depreciation,Fixed Assets,221.0,369.0,532.0,925.0,1119.0,1172.0,
Long term Borrowings,Borrowings,-0.0,-0.0,93.0,154.0,114.0,47.0,1.0
Short term Borrowings,Borrowings,-0.0,-0.0,144.0,176.0,419.0,782.0,282.0
Lease Liabilities,Borrowings,-0.0,-0.0,-0.0,109.0,121.0,141.0,158.0
Preference Capital,Borrowings,-0.0,-0.0,-0.0,75.0,75.0,75.0,-0.0
Other Borrowings,Borrowings,176.0,191.0,-0.0,-0.0,-0.0,-0.0,
Trade Payables,Other Liabilities,103.0,208.0,265.0,368.0,390.0,542.0,383.0
Advance from Customers,Other Liabilities,0.0,0.0,3102.0,0.0,0.0,0.0,
Other liability items,Other Liabilities,2122.0,2977.0,743.0,4773.0,5032.0,5680.0,6578.0
Inventories,Other Assets,3.0,4.0,12.0,40.0,28.0,30.0,32.0
Trade receivables,Other Assets,214.0,360.0,296.0,589.0,652.0,845.0,1042.0
Cash Equivalents,Other Assets,1770.0,2563.0,3773.0,5120.0,5235.0,6033.0,8226.0
Loans n Advances,Other Assets,2.0,11.0,23.0,77.0,138.0,80.0,118.0
Other asset items,Other Assets,349.0,567.0,966.0,1102.0,1403.0,1694.0,1847.0
