,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,42.0,42.0,42.0,42.0,81.0,81.0,81.0,81.0
Reserves,,1715.0,1811.0,2100.0,2238.0,2908.0,3140.0,3498.0,3842.0
Borrowings,,0.0,258.0,266.0,261.0,255.0,257.0,237.0,938.0
Other Liabilities,,512.0,462.0,1164.0,1676.0,1957.0,2100.0,2848.0,4092.0
Total Liabilities,,2269.0,2573.0,3573.0,4218.0,5201.0,5578.0,6664.0,8953.0
Fixed Assets,,819.0,1119.0,1090.0,1068.0,1095.0,1151.0,1130.0,2070.0
CWIP,,25.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
Investments,,39.0,36.0,497.0,528.0,30.0,150.0,616.0,823.0
Other Assets,,1386.0,1417.0,1986.0,2622.0,4074.0,4277.0,4918.0,6060.0
Total Assets,,2269.0,2573.0,3573.0,4218.0,5201.0,5578.0,6664.0,8953.0
Land,Fixed Assets,0.0,3.0,3.0,3.0,3.0,3.0,3.0,
Building,Fixed Assets,46.0,51.0,47.0,302.0,326.0,352.0,373.0,
Plant Machinery,Fixed Assets,38.0,40.0,42.0,42.0,47.0,49.0,50.0,
Computers,Fixed Assets,217.0,267.0,277.0,343.0,398.0,471.0,493.0,
Furniture n fittings,Fixed Assets,29.0,37.0,33.0,34.0,36.0,37.0,38.0,
Vehicles,Fixed Assets,3.0,9.0,7.0,20.0,29.0,44.0,55.0,
Intangible Assets,Fixed Assets,662.0,700.0,726.0,729.0,763.0,783.0,818.0,1773.0
Other fixed assets,Fixed Assets,23.0,291.0,308.0,25.0,24.0,24.0,26.0,
Gross Block,Fixed Assets,1018.0,1399.0,1444.0,1500.0,1626.0,1763.0,1857.0,
Accumulated Depreciation,Fixed Assets,199.0,280.0,354.0,432.0,531.0,613.0,727.0,
Long term Borrowings,Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0
Short term Borrowings,Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
Lease Liabilities,Borrowings,0.0,258.0,266.0,261.0,255.0,257.0,237.0,272.0
Other Borrowings,Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Trade Payables,Other Liabilities,295.0,243.0,224.0,337.0,658.0,481.0,477.0,581.0
Advance from Customers,Other Liabilities,10.0,8.0,679.0,0.0,0.0,0.0,0.0,
Other liability items,Other Liabilities,208.0,211.0,262.0,1340.0,1299.0,1619.0,2372.0,3511.0
Inventories,Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trade receivables,Other Assets,576.0,723.0,596.0,768.0,1106.0,1148.0,1006.0,923.0
Cash Equivalents,Other Assets,384.0,389.0,783.0,869.0,999.0,913.0,903.0,715.0
Loans n Advances,Other Assets,87.0,79.0,84.0,116.0,217.0,212.0,245.0,660.0
Other asset items,Other Assets,339.0,226.0,522.0,869.0,1751.0,2004.0,2765.0,3762.0
