,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,0.02,0.02,0.02,0.02,0.0,29.0,38.0
Reserves,,250.0,376.0,224.0,614.0,545.0,464.0,2534.0
Borrowings,,132.0,219.0,365.0,485.0,478.0,619.0,664.0
Other Liabilities,,137.0,146.0,229.0,878.0,890.0,988.0,1485.0
Total Liabilities,,518.0,741.0,819.0,1977.0,1914.0,2101.0,4722.0
Fixed Assets,,178.0,307.0,335.0,544.0,459.0,616.0,865.0
CWIP,,104.0,47.0,93.0,37.0,71.0,122.0,103.0
Investments,,39.0,92.0,37.0,286.0,292.0,41.0,552.0
Other Assets,,198.0,295.0,354.0,1109.0,1092.0,1322.0,3202.0
Total Assets,,518.0,741.0,819.0,1977.0,1914.0,2101.0,4722.0
Land,Fixed Assets,0.0,0.0,0.0,0.0,0.0,97.0,
Building,Fixed Assets,17.0,12.0,10.0,241.0,235.0,259.0,
Plant Machinery,Fixed Assets,63.0,0.0,0.0,158.0,184.0,278.0,
Equipments,Fixed Assets,14.0,96.0,126.0,10.0,36.0,45.0,
Computers,Fixed Assets,0.0,0.0,0.0,23.0,0.0,0.0,
Furniture n fittings,Fixed Assets,6.0,15.0,15.0,6.0,13.0,17.0,
Vehicles,Fixed Assets,0.0,0.0,0.0,4.0,4.0,8.0,
Intangible Assets,Fixed Assets,3.0,55.0,86.0,1.0,286.0,357.0,339.0
Other fixed assets,Fixed Assets,109.0,195.0,209.0,291.0,29.0,44.0,
Gross Block,Fixed Assets,211.0,372.0,445.0,734.0,788.0,1103.0,
Accumulated Depreciation,Fixed Assets,33.0,66.0,111.0,190.0,329.0,487.0,
Long term Borrowings,Borrowings,132.0,148.0,168.0,120.0,31.0,117.0,367.0
Short term Borrowings,Borrowings,0.0,71.0,196.0,365.0,284.0,333.0,146.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,0.0,163.0,169.0,151.0
Preference Capital,Borrowings,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Trade Payables,Other Liabilities,10.0,68.0,122.0,384.0,403.0,561.0,830.0
Advance from Customers,Other Liabilities,0.0,1.0,1.0,42.0,94.0,50.0,
Other liability items,Other Liabilities,126.0,77.0,107.0,452.0,393.0,378.0,655.0
Inventories,Other Assets,18.0,57.0,61.0,257.0,117.0,245.0,282.0
Trade receivables,Other Assets,0.0,0.0,1.0,1.0,2.0,12.0,8.0
Cash Equivalents,Other Assets,48.0,55.0,89.0,176.0,448.0,370.0,823.0
Loans n Advances,Other Assets,0.0,24.0,32.0,13.0,25.0,46.0,45.0
Other asset items,Other Assets,131.0,159.0,172.0,661.0,501.0,649.0,2044.0
