,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,-0.0,13.0,25.0,25.0,25.0,25.0,25.0,38.0
Reserves,,578.0,832.0,1155.0,1502.0,1710.0,2025.0,1671.0,3873.0
Borrowings,,83.0,186.0,143.0,97.0,70.0,65.0,279.0,400.0
Other Liabilities,,123.0,142.0,151.0,205.0,160.0,138.0,1056.0,1418.0
Total Liabilities,,783.0,1173.0,1474.0,1830.0,1966.0,2254.0,3031.0,5730.0
Fixed Assets,,271.0,357.0,441.0,534.0,663.0,670.0,1713.0,3373.0
CWIP,,111.0,102.0,96.0,30.0,165.0,179.0,256.0,173.0
Investments,,7.0,338.0,542.0,598.0,536.0,904.0,337.0,529.0
Other Assets,,394.0,376.0,395.0,667.0,601.0,501.0,725.0,1655.0
Total Assets,,783.0,1173.0,1474.0,1830.0,1966.0,2254.0,3031.0,5730.0
Land,Fixed Assets,15.0,15.0,15.0,15.0,15.0,15.0,49.0,
Building,Fixed Assets,98.0,123.0,141.0,181.0,220.0,225.0,449.0,
Plant Machinery,Fixed Assets,184.0,257.0,339.0,417.0,466.0,483.0,777.0,
Equipments,Fixed Assets,29.0,33.0,42.0,45.0,58.0,61.0,16.0,
Furniture n fittings,Fixed Assets,7.0,5.0,5.0,8.0,12.0,12.0,14.0,
Vehicles,Fixed Assets,2.0,1.0,2.0,2.0,2.0,1.0,13.0,
Intangible Assets,Fixed Assets,0.0,0.0,0.0,0.0,60.0,60.0,655.0,1383.0
Other fixed assets,Fixed Assets,11.0,23.0,25.0,26.0,43.0,67.0,74.0,
Gross Block,Fixed Assets,347.0,457.0,569.0,694.0,876.0,924.0,2046.0,
Accumulated Depreciation,Fixed Assets,77.0,100.0,128.0,160.0,212.0,255.0,332.0,
Long term Borrowings,Borrowings,0.0,91.0,36.0,28.0,5.0,0.0,6.0,50.0
Short term Borrowings,Borrowings,83.0,94.0,106.0,67.0,65.0,39.0,72.0,119.0
Lease Liabilities,Borrowings,0.0,1.0,2.0,2.0,1.0,26.0,201.0,231.0
Other Borrowings,Borrowings,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,
Non controlling int,Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,144.0,123.0
Trade Payables,Other Liabilities,54.0,71.0,83.0,106.0,70.0,42.0,80.0,285.0
Advance from Customers,Other Liabilities,4.0,1.0,0.0,4.0,1.0,1.0,0.0,
Other liability items,Other Liabilities,65.0,70.0,68.0,96.0,89.0,95.0,831.0,1011.0
Inventories,Other Assets,157.0,175.0,201.0,283.0,313.0,231.0,167.0,562.0
Trade receivables,Other Assets,148.0,117.0,102.0,236.0,111.0,134.0,284.0,681.0
Cash Equivalents,Other Assets,13.0,14.0,10.0,47.0,68.0,50.0,89.0,60.0
Loans n Advances,Other Assets,7.0,16.0,19.0,23.0,29.0,18.0,17.0,42.0
Other asset items,Other Assets,69.0,55.0,64.0,77.0,80.0,68.0,169.0,310.0
