,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,197.0,197.0,197.0,243.0,263.0,287.0,288.0
Reserves,,101.0,148.0,231.0,1595.0,3825.0,9192.0,14150.0
Borrowings,,157.0,340.0,363.0,320.0,553.0,1199.0,3213.0
Other Liabilities,,483.0,596.0,1362.0,5247.0,6635.0,9028.0,12465.0
Total Liabilities,,938.0,1281.0,2154.0,7406.0,11277.0,19706.0,30115.0
Fixed Assets,,152.0,285.0,625.0,1105.0,1450.0,4051.0,7329.0
CWIP,,40.0,3.0,124.0,537.0,1341.0,1884.0,3476.0
Investments,,85.0,115.0,143.0,31.0,71.0,65.0,953.0
Other Assets,,661.0,878.0,1262.0,5732.0,8414.0,13706.0,18358.0
Total Assets,,938.0,1281.0,2154.0,7406.0,11277.0,19706.0,30115.0
Land,Fixed Assets,14.13,14.71,152.41,355.19,360.29,717.47,
Building,Fixed Assets,34.69,62.37,118.25,144.6,400.15,904.54,
Plant Machinery,Fixed Assets,111.26,121.44,359.12,32.09,924.56,2815.31,
Equipments,Fixed Assets,16.2,16.44,17.36,11.85,43.03,67.68,
Computers,Fixed Assets,3.12,2.28,3.19,4.1,5.11,9.72,
Furniture n fittings,Fixed Assets,5.84,7.26,27.44,36.61,47.99,186.84,
Vehicles,Fixed Assets,2.55,3.11,3.29,3.66,4.29,8.33,
Intangible Assets,Fixed Assets,5.63,7.03,6.34,6.34,6.34,6.34,49.28
Other fixed assets,Fixed Assets,33.53,151.47,77.18,803.95,218.52,276.14,
Gross Block,Fixed Assets,226.95,386.11,764.58,1398.39,2010.28,4992.37,
Accumulated Depreciation,Fixed Assets,75.2,101.4,139.96,293.12,560.43,941.42,
Long term Borrowings,Borrowings,71.0,197.0,189.0,146.0,103.0,24.0,815.0
Short term Borrowings,Borrowings,20.0,55.0,124.0,128.0,215.0,915.0,1676.0
Lease Liabilities,Borrowings,32.0,50.0,50.0,47.0,236.0,260.0,721.0
Other Borrowings,Borrowings,34.0,38.0,-0.0,-0.0,-0.0,-0.0,
Non controlling int,Other Liabilities,42.0,40.0,12.0,23.0,61.0,116.0,574.0
Trade Payables,Other Liabilities,300.0,437.0,527.0,2017.0,2014.0,2548.0,3108.0
Advance from Customers,Other Liabilities,84.0,52.0,0.0,0.0,0.0,0.0,
Other liability items,Other Liabilities,57.0,66.0,824.0,3206.0,4561.0,6363.0,8784.0
Inventories,Other Assets,243.0,368.0,538.0,2709.0,2586.0,2692.0,5856.0
Trade receivables,Other Assets,140.0,117.0,93.0,313.0,971.0,1185.0,2492.0
Cash Equivalents,Other Assets,79.0,110.0,366.0,1736.0,3779.0,7748.0,6728.0
Loans n Advances,Other Assets,93.0,78.0,50.0,441.0,359.0,927.0,552.0
Other asset items,Other Assets,106.0,204.0,215.0,533.0,719.0,1155.0,2729.0
