,parent_line_item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,16.0,17.0,17.0,18.0,18.0,36.0,36.0,39.0,41.0
Reserves,,1847.0,2894.0,2974.0,2810.0,3006.0,3086.0,3414.0,7026.0,9795.0
Borrowings,,6966.0,6103.0,8838.0,5077.0,5808.0,6784.0,9472.0,11160.0,15931.0
Other Liabilities,,737.0,749.0,1191.0,834.0,1903.0,1285.0,2193.0,1543.0,1434.0
Total Liabilities,,9567.0,9763.0,13021.0,8739.0,10734.0,11191.0,15114.0,19768.0,27201.0
Fixed Assets,,31.0,337.0,608.0,837.0,816.0,880.0,940.0,1281.0,3969.0
CWIP,,22.0,173.0,1.0,2.0,0.0,39.0,64.0,88.0,0.0
Investments,,1111.0,3053.0,6512.0,2513.0,4072.0,3609.0,5948.0,7608.0,8842.0
Other Assets,,8403.0,6200.0,5899.0,5386.0,5846.0,6663.0,8163.0,10791.0,14389.0
Total Assets,,9567.0,9763.0,13021.0,8739.0,10734.0,11191.0,15114.0,19768.0,27201.0
Land,Fixed Assets,0.0,0.0,149.0,149.0,149.0,149.0,149.0,149.0,
Building,Fixed Assets,0.0,0.0,119.0,112.0,101.0,115.0,133.0,132.0,
Equipments,Fixed Assets,3.0,6.0,6.0,6.0,6.0,7.0,9.0,10.0,
Computers,Fixed Assets,8.0,11.0,12.0,12.0,14.0,17.0,20.0,24.0,
Furniture n fittings,Fixed Assets,23.0,70.0,79.0,80.0,80.0,90.0,94.0,99.0,
Vehicles,Fixed Assets,2.0,2.0,7.0,8.0,10.0,23.0,53.0,56.0,
Intangible Assets,Fixed Assets,0.0,188.0,188.0,373.0,373.0,418.0,418.0,670.0,3114.0
Other fixed assets,Fixed Assets,7.0,98.0,109.0,187.0,201.0,213.0,254.0,376.0,
Gross Block,Fixed Assets,43.0,374.0,669.0,926.0,935.0,1031.0,1129.0,1516.0,
Accumulated Depreciation,Fixed Assets,13.0,38.0,61.0,89.0,119.0,151.0,189.0,235.0,
Long term Borrowings,Borrowings,2419.0,5522.0,0.0,0.0,0.0,0.0,0.0,0.0,15452.0
Short term Borrowings,Borrowings,4547.0,581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0
Other Borrowings,Borrowings,0.0,0.0,8838.0,5077.0,5808.0,6784.0,9472.0,11160.0,
Non controlling int,Other Liabilities,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Trade Payables,Other Liabilities,125.0,51.0,69.0,88.0,176.0,136.0,161.0,203.0,251.0
Other liability items,Other Liabilities,613.0,698.0,1122.0,746.0,1727.0,1145.0,2032.0,1340.0,1184.0
Inventories,Other Assets,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trade receivables,Other Assets,195.0,296.0,243.0,226.0,268.0,303.0,328.0,443.0,504.0
Cash Equivalents,Other Assets,745.0,277.0,1179.0,838.0,1022.0,726.0,638.0,1092.0,1482.0
Loans n Advances,Other Assets,13.0,58.0,154.0,211.0,197.0,258.0,331.0,390.0,11126.0
Other asset items,Other Assets,7450.0,5549.0,4324.0,4111.0,4358.0,5376.0,6866.0,8865.0,1278.0
