,parent_line_item,Mar 2002,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,445.0,16647.0,18902.0,18902.0,18902.0,19257.0,19257.0
Reserves,,654.0,452.0,3695.0,5974.0,8659.0,12977.0,17734.0
Deposits,,31808.0,240353.0,262214.0,260974.0,286121.0,311939.0,368191.0
Borrowing,,180.0,3672.0,3071.0,20804.0,30387.0,42228.0,51603.0
Other Liabilities,,2389.0,13106.0,11148.0,6785.0,7799.0,8308.0,16011.0
Total Liabilities,,35477.0,274229.0,299030.0,313438.0,351869.0,394708.0,472795.0
Fixed Assets,,387.0,2918.0,3366.0,3711.0,3726.0,4581.0,5075.0
CWIP,,0.0,1.0,0.0,0.0,14.0,74.0,0.0
Investments,,15015.0,95485.0,97641.0,93643.0,99194.0,110588.0,119285.0
Other Assets,,20075.0,175825.0,198023.0,216085.0,248935.0,279465.0,348436.0
Total Assets,,35477.0,274229.0,299030.0,313438.0,351869.0,394708.0,472795.0
Building,Fixed Assets,0.0,3973.5,4491.31,4571.96,4576.16,5500.73,
Other fixed assets,Fixed Assets,386.76,2125.86,2216.22,2717.1,2969.72,3193.81,
Gross Block,Fixed Assets,386.76,6099.36,6707.53,7289.06,7545.88,8694.54,
Accumulated Depreciation,Fixed Assets,0.0,3181.5,3341.61,3578.41,3820.17,4113.96,
Trade Payables,Other Liabilities,0.0,659.0,701.0,819.0,812.0,629.0,0.0
Other liability items,Other Liabilities,2389.0,12447.0,10447.0,5966.0,6988.0,7680.0,16011.0
Cash Equivalents,Other Assets,2213.0,11229.0,21596.0,16025.0,15642.0,16881.0,16606.0
Loans n Advances,Other Assets,0.0,3452.0,4131.0,4523.0,5451.0,2316.0,306622.0
Other asset items,Other Assets,17863.0,161144.0,172297.0,195537.0,227843.0,260269.0,25208.0
