,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,10.0,11.0,11.0,11.0,10.0,9.0,9.0,27.0,27.0,27.0,27.0,82.0
Reserves,,2450.0,2512.0,2652.0,3070.0,2918.0,2416.0,2498.0,2627.0,2674.0,3275.0,4397.0,6591.0
Borrowings,,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,,1730.0,1717.0,2517.0,1918.0,1575.0,2051.0,2120.0,3531.0,3293.0,6148.0,5918.0,6773.0
Total Liabilities,,4195.0,4240.0,5183.0,4998.0,4504.0,4476.0,4627.0,6185.0,5994.0,9450.0,10342.0,13446.0
Fixed Assets,,251.0,241.0,249.0,207.0,204.0,190.0,184.0,161.0,252.0,285.0,300.0,686.0
CWIP,,4.0,3.0,6.0,7.0,18.0,22.0,4.0,10.0,2.0,15.0,54.0,33.0
Investments,,2276.0,2115.0,1996.0,2442.0,2380.0,2132.0,1844.0,1968.0,1453.0,2390.0,2845.0,3837.0
Other Assets,,1664.0,1882.0,2931.0,2342.0,1902.0,2132.0,2595.0,4046.0,4286.0,6761.0,7142.0,8890.0
Total Assets,,4195.0,4240.0,5183.0,4998.0,4504.0,4476.0,4627.0,6185.0,5994.0,9450.0,10342.0,13446.0
Land,Fixed Assets,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,
Building,Fixed Assets,65.0,37.0,50.0,50.0,51.0,52.0,52.0,52.0,56.0,57.0,53.0,
Plant Machinery,Fixed Assets,31.0,19.0,27.0,26.0,17.0,17.0,19.0,19.0,20.0,24.0,29.0,
Equipments,Fixed Assets,44.0,10.0,14.0,15.0,16.0,16.0,16.0,17.0,18.0,20.0,21.0,
Computers,Fixed Assets,335.0,58.0,79.0,105.0,129.0,152.0,177.0,156.0,245.0,346.0,461.0,
Furniture n fittings,Fixed Assets,38.0,37.0,41.0,42.0,43.0,43.0,45.0,45.0,48.0,50.0,62.0,
Vehicles,Fixed Assets,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,
Intangible Assets,Fixed Assets,101.0,93.0,93.0,37.0,45.0,37.0,45.0,37.0,37.0,37.0,38.0,124.0
Other fixed assets,Fixed Assets,104.0,38.0,48.0,65.0,89.0,98.0,120.0,129.0,179.0,153.0,189.0,
Gross Block,Fixed Assets,730.0,302.0,365.0,352.0,401.0,426.0,485.0,466.0,616.0,698.0,864.0,
Accumulated Depreciation,Fixed Assets,479.0,61.0,115.0,144.0,197.0,236.0,301.0,304.0,364.0,413.0,564.0,
Long term Borrowings,Borrowings,3.56,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.02,0.02,0.02,0.02
Other Borrowings,Borrowings,0.54,-1.22,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Non controlling int,Other Liabilities,199.0,237.0,291.0,0.0,0.0,19.0,24.0,135.0,128.0,152.0,152.0,122.0
Trade Payables,Other Liabilities,58.0,46.0,56.0,63.0,42.0,76.0,98.0,73.0,80.0,191.0,114.0,131.0
Advance from Customers,Other Liabilities,0.0,9.0,12.0,8.0,5.0,13.0,32.0,26.0,29.0,35.0,51.0,
Other liability items,Other Liabilities,1473.0,1424.0,2158.0,1847.0,1528.0,1943.0,1967.0,3297.0,3055.0,5770.0,5601.0,6520.0
Trade receivables,Other Assets,36.0,47.0,69.0,55.0,49.0,70.0,87.0,63.0,91.0,211.0,310.0,553.0
Cash Equivalents,Other Assets,1452.0,1299.0,2403.0,1983.0,1548.0,1609.0,1927.0,3512.0,3050.0,4463.0,5184.0,5173.0
Loans n Advances,Other Assets,-3.0,7.0,9.0,9.0,-3.0,-0.0,2.0,7.0,5.0,17.0,30.0,2925.0
Other asset items,Other Assets,179.0,528.0,451.0,296.0,308.0,453.0,579.0,464.0,1141.0,2070.0,1619.0,239.0
