,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,0.96,0.98,2.0,64.0,73.0,74.0,75.0,75.0
Reserves,,3348.0,3130.0,2800.0,5893.0,9104.0,9071.0,9358.0,9612.0
Borrowings,,450.0,794.0,1152.0,1102.0,923.0,1169.0,1422.0,1463.0
Other Liabilities,,264.0,432.0,644.0,1192.0,1090.0,1139.0,1209.0,1627.0
Total Liabilities,,4063.0,4357.0,4598.0,8251.0,11191.0,11453.0,12063.0,12777.0
Fixed Assets,,488.0,744.0,1053.0,3052.0,2995.0,3354.0,3887.0,5432.0
CWIP,,1.0,32.0,77.0,60.0,23.0,29.0,33.0,1.0
Investments,,1155.0,1188.0,1128.0,2091.0,2094.0,2776.0,3578.0,2961.0
Other Assets,,2419.0,2394.0,2340.0,3048.0,6078.0,5295.0,4565.0,4383.0
Total Assets,,4063.0,4357.0,4598.0,8251.0,11191.0,11453.0,12063.0,12777.0
Land,Fixed Assets,0.0,0.0,0.0,6.0,6.0,6.0,6.0,
Building,Fixed Assets,74.0,102.0,141.0,223.0,294.0,379.0,456.0,
Plant Machinery,Fixed Assets,61.0,96.0,112.0,251.0,356.0,495.0,557.0,
Equipments,Fixed Assets,88.0,138.0,181.0,290.0,333.0,381.0,459.0,
Computers,Fixed Assets,47.0,61.0,73.0,131.0,131.0,119.0,131.0,
Furniture n fittings,Fixed Assets,83.0,117.0,145.0,227.0,336.0,313.0,357.0,
Vehicles,Fixed Assets,18.0,51.0,57.0,174.0,300.0,467.0,635.0,
Intangible Assets,Fixed Assets,21.0,24.0,24.0,1502.0,1509.0,1502.0,1502.0,2518.0
Other fixed assets,Fixed Assets,316.0,504.0,818.0,1088.0,1080.0,1410.0,1725.0,
Gross Block,Fixed Assets,709.0,1092.0,1551.0,3891.0,4347.0,5071.0,5829.0,
Accumulated Depreciation,Fixed Assets,221.0,348.0,498.0,839.0,1352.0,1717.0,1942.0,
Long term Borrowings,Borrowings,36.0,100.0,132.0,118.0,114.0,40.0,2.0,0.0
Short term Borrowings,Borrowings,58.0,157.0,170.0,236.0,84.0,85.0,37.0,3.0
Lease Liabilities,Borrowings,317.0,498.0,816.0,748.0,725.0,1044.0,1382.0,1460.0
Preference Capital,Borrowings,39.0,39.0,54.0,0.0,0.0,0.0,0.0,0.0
Other Borrowings,Borrowings,0.0,0.0,-18.0,0.0,-0.0,0.0,0.0,
Trade Payables,Other Liabilities,158.0,273.0,442.0,834.0,787.0,797.0,855.0,1132.0
Advance from Customers,Other Liabilities,5.0,4.0,17.0,35.0,41.0,40.0,35.0,
Other liability items,Other Liabilities,101.0,155.0,185.0,322.0,262.0,302.0,319.0,496.0
Inventories,Other Assets,23.0,18.0,26.0,25.0,19.0,16.0,16.0,24.0
Trade receivables,Other Assets,215.0,601.0,595.0,990.0,1524.0,1430.0,1412.0,1371.0
Cash Equivalents,Other Assets,1663.0,409.0,277.0,229.0,645.0,403.0,336.0,244.0
Loans n Advances,Other Assets,12.0,37.0,86.0,153.0,97.0,82.0,75.0,766.0
Other asset items,Other Assets,506.0,1329.0,1355.0,1650.0,3793.0,3363.0,2725.0,1977.0
