,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,11.0,11.0,11.0,11.0,11.0,11.0,138.0
Reserves,,159.0,168.0,170.0,130.0,158.0,526.0,3556.0
Borrowings,,570.0,603.0,482.0,524.0,1447.0,2065.0,360.0
Other Liabilities,,134.0,93.0,178.0,173.0,558.0,1312.0,1717.0
Total Liabilities,,873.0,874.0,842.0,838.0,2173.0,3914.0,5772.0
Fixed Assets,,593.0,562.0,493.0,323.0,291.0,2046.0,2634.0
CWIP,,1.0,6.0,14.0,93.0,646.0,13.0,10.0
Investments,,1.0,1.0,1.0,0.0,0.0,257.0,57.0
Other Assets,,279.0,305.0,334.0,421.0,1237.0,1598.0,3072.0
Total Assets,,873.0,874.0,842.0,838.0,2173.0,3914.0,5772.0
Land,Fixed Assets,4.2,5.7,4.3,4.92,47.59,48.34,
Building,Fixed Assets,47.16,47.16,59.36,101.45,63.92,399.97,
Plant Machinery,Fixed Assets,725.84,743.27,634.38,204.71,207.05,1702.98,
Equipments,Fixed Assets,3.26,3.34,3.42,0.85,0.89,14.29,
Computers,Fixed Assets,3.03,3.11,4.46,1.57,2.5,12.44,
Furniture n fittings,Fixed Assets,3.82,3.84,3.84,6.89,7.15,83.79,
Vehicles,Fixed Assets,4.79,5.65,5.65,4.85,4.67,4.67,
Intangible Assets,Fixed Assets,9.14,9.31,13.49,0.0,0.0,0.0,1.16
Other fixed assets,Fixed Assets,0.08,0.2,9.06,0.52,1.89,2.19,
Gross Block,Fixed Assets,801.32,821.58,737.96,325.76,335.66,2268.67,
Accumulated Depreciation,Fixed Assets,208.32,259.18,244.47,2.68,44.95,222.53,
Long term Borrowings,Borrowings,448.0,447.0,379.0,375.0,1174.0,1689.0,49.0
Short term Borrowings,Borrowings,86.0,94.0,103.0,145.0,267.0,261.0,128.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,5.0,6.0,116.0,183.0
Other Borrowings,Borrowings,36.0,63.0,0.0,0.0,-0.0,0.0,
Non controlling int,Other Liabilities,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Trade Payables,Other Liabilities,62.0,54.0,37.0,69.0,158.0,350.0,882.0
Advance from Customers,Other Liabilities,30.0,13.0,76.0,73.0,195.0,499.0,
Other liability items,Other Liabilities,42.0,26.0,56.0,31.0,205.0,462.0,835.0
Inventories,Other Assets,76.0,102.0,111.0,141.0,306.0,758.0,1711.0
Trade receivables,Other Assets,57.0,71.0,40.0,69.0,96.0,190.0,695.0
Cash Equivalents,Other Assets,15.0,12.0,77.0,61.0,521.0,324.0,354.0
Loans n Advances,Other Assets,6.0,5.0,13.0,32.0,14.0,24.0,23.0
Other asset items,Other Assets,124.0,115.0,92.0,118.0,300.0,301.0,290.0
