,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,23.0,24.0,24.0,48.0,56.0,57.0,57.0
Reserves,,881.0,1023.0,1226.0,1372.0,1772.0,2096.0,2518.0
Borrowings,,400.0,507.0,533.0,580.0,360.0,290.0,337.0
Other Liabilities,,242.0,161.0,268.0,633.0,681.0,1074.0,1710.0
Total Liabilities,,1545.0,1715.0,2051.0,2634.0,2869.0,3517.0,4621.0
Fixed Assets,,391.0,399.0,398.0,517.0,535.0,769.0,1173.0
CWIP,,15.0,7.0,43.0,44.0,164.0,235.0,72.0
Investments,,221.0,237.0,268.0,363.0,342.0,239.0,255.0
Other Assets,,919.0,1072.0,1342.0,1710.0,1830.0,2274.0,3121.0
Total Assets,,1545.0,1715.0,2051.0,2634.0,2869.0,3517.0,4621.0
Land,Fixed Assets,38.89,38.89,40.12,40.86,58.58,81.17,
Building,Fixed Assets,126.36,137.99,141.92,168.11,174.91,271.4,
Plant Machinery,Fixed Assets,268.9,298.42,322.3,385.87,418.56,556.85,
Equipments,Fixed Assets,7.94,8.97,11.54,18.34,18.83,20.59,
Furniture n fittings,Fixed Assets,27.01,27.92,32.21,40.09,42.12,53.12,
Vehicles,Fixed Assets,15.38,17.34,16.92,20.68,21.53,21.47,
Intangible Assets,Fixed Assets,5.3,5.3,5.3,5.3,5.3,5.3,0.21
Other fixed assets,Fixed Assets,15.12,22.14,29.0,96.04,112.02,142.9,
Gross Block,Fixed Assets,504.9,556.97,599.31,775.29,851.85,1152.8,
Accumulated Depreciation,Fixed Assets,114.37,157.55,200.82,258.13,317.23,383.82,
Long term Borrowings,Borrowings,68.0,71.0,59.0,27.0,0.0,0.0,1.0
Short term Borrowings,Borrowings,327.0,427.0,462.0,489.0,289.0,222.0,231.0
Lease Liabilities,Borrowings,4.0,8.0,11.0,65.0,71.0,68.0,105.0
Other Borrowings,Borrowings,0.0,0.0,0.0,-0.0,0.0,-0.0,
Trade Payables,Other Liabilities,181.0,114.0,168.0,440.0,429.0,762.0,1364.0
Advance from Customers,Other Liabilities,10.0,4.0,26.0,70.0,52.0,89.0,
Other liability items,Other Liabilities,51.0,44.0,74.0,123.0,199.0,223.0,346.0
Inventories,Other Assets,375.0,534.0,710.0,860.0,898.0,1011.0,1771.0
Trade receivables,Other Assets,419.0,420.0,517.0,592.0,641.0,823.0,998.0
Cash Equivalents,Other Assets,11.0,8.0,12.0,81.0,99.0,227.0,91.0
Loans n Advances,Other Assets,30.0,48.0,43.0,56.0,43.0,46.0,7.0
Other asset items,Other Assets,83.0,61.0,59.0,121.0,149.0,167.0,255.0
