,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,280.0,280.0
Reserves,,1975.0,2430.0,2872.0,3507.0,4176.0,5218.0,6194.0,7446.0,7791.0,9493.0,10336.0,11224.0
Borrowings,,145.0,0.0,0.0,0.0,0.0,96.0,113.0,108.0,83.0,81.0,93.0,98.0
Other Liabilities,,833.0,882.0,1186.0,1453.0,1871.0,2094.0,2606.0,3413.0,4614.0,4510.0,4880.0,5426.0
Total Liabilities,,3093.0,3452.0,4198.0,5100.0,6187.0,7548.0,9054.0,11107.0,12628.0,14225.0,15590.0,17028.0
Fixed Assets,,1956.0,2019.0,2117.0,2432.0,2877.0,3557.0,4321.0,5002.0,5734.0,6603.0,7192.0,8069.0
CWIP,,254.0,267.0,352.0,386.0,478.0,777.0,847.0,1379.0,1434.0,1396.0,1543.0,1518.0
Investments,,308.0,327.0,784.0,1316.0,1778.0,630.0,2288.0,2626.0,1522.0,2222.0,2926.0,3175.0
Other Assets,,575.0,839.0,945.0,966.0,1054.0,2584.0,1598.0,2101.0,3939.0,4003.0,3929.0,4267.0
Total Assets,,3093.0,3452.0,4198.0,5100.0,6187.0,7548.0,9054.0,11107.0,12628.0,14225.0,15590.0,17028.0
Land,Fixed Assets,39.32,36.9,36.9,38.08,45.13,119.5,157.03,149.97,157.92,175.44,205.88,
Building,Fixed Assets,380.56,306.72,348.18,397.61,419.35,459.57,466.25,488.84,514.51,558.59,579.91,
Plant Machinery,Fixed Assets,2713.8,1762.13,1967.19,2390.05,2970.74,3684.53,4548.59,5438.69,6447.8,7659.76,8665.39,
Computers,Fixed Assets,10.85,5.53,6.18,11.54,15.08,18.83,18.62,20.15,25.71,30.19,33.04,
Furniture n fittings,Fixed Assets,15.7,11.04,13.09,15.59,16.99,20.46,23.58,26.96,31.05,33.68,36.86,
Vehicles,Fixed Assets,1.94,7.45,7.65,7.73,12.05,68.75,86.1,86.95,71.04,144.68,148.89,
Intangible Assets,Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,23.48
Other fixed assets,Fixed Assets,13.96,17.65,20.43,27.98,39.07,42.67,97.55,128.56,140.89,200.19,192.88,
Gross Block,Fixed Assets,3176.13,2147.42,2399.62,2888.58,3518.41,4414.31,5397.72,6340.12,7388.92,8807.03,9867.35,
Accumulated Depreciation,Fixed Assets,1220.32,128.23,282.47,456.55,641.56,857.41,1076.85,1338.38,1655.38,2203.75,2675.48,
Long term Borrowings,Borrowings,145.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.0,27.0
Lease Liabilities,Borrowings,-0.0,-0.0,-0.0,-0.0,-0.0,96.0,113.0,108.0,83.0,81.0,86.0,71.0
Non controlling int,Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,27.0,21.0
Trade Payables,Other Liabilities,189.0,161.0,274.0,339.0,326.0,225.0,419.0,786.0,901.0,984.0,935.0,1069.0
Advance from Customers,Other Liabilities,8.0,11.0,15.0,20.0,30.0,36.0,37.0,43.0,51.0,61.0,57.0,
Other liability items,Other Liabilities,635.0,709.0,897.0,1094.0,1515.0,1832.0,2151.0,2584.0,3661.0,3448.0,3862.0,4337.0
Inventories,Other Assets,43.0,61.0,57.0,56.0,55.0,54.0,49.0,50.0,54.0,57.0,57.0,61.0
Trade receivables,Other Assets,235.0,251.0,201.0,226.0,221.0,170.0,261.0,521.0,903.0,1019.0,707.0,920.0
Cash Equivalents,Other Assets,231.0,454.0,609.0,558.0,607.0,2180.0,1132.0,1362.0,2132.0,2156.0,2265.0,2926.0
Loans n Advances,Other Assets,4.0,6.0,6.0,13.0,24.0,24.0,15.0,14.0,69.0,29.0,18.0,20.0
Other asset items,Other Assets,62.0,68.0,72.0,113.0,147.0,155.0,140.0,155.0,781.0,742.0,883.0,340.0
