,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0
Reserves,,3318.0,3638.0,4193.0,4535.0,5990.0,6780.0,7371.0,8081.0
Borrowings,,58.0,84.0,92.0,126.0,201.0,157.0,261.0,406.0
Other Liabilities,,1102.0,1261.0,1495.0,1698.0,1753.0,2021.0,2511.0,2952.0
Total Liabilities,,4496.0,5000.0,5797.0,6376.0,7961.0,8976.0,10161.0,11457.0
Fixed Assets,,1813.0,1829.0,2455.0,2492.0,3747.0,3807.0,4014.0,4730.0
CWIP,,315.0,827.0,399.0,830.0,249.0,641.0,1298.0,1585.0
Investments,,20.0,156.0,280.0,77.0,427.0,714.0,682.0,464.0
Other Assets,,2348.0,2189.0,2663.0,2977.0,3538.0,3814.0,4167.0,4678.0
Total Assets,,4496.0,5000.0,5797.0,6376.0,7961.0,8976.0,10161.0,11457.0
Land,Fixed Assets,74.0,82.0,116.0,120.0,327.0,459.0,464.0,
Building,Fixed Assets,665.0,742.0,943.0,1043.0,1167.0,1228.0,1412.0,
Plant Machinery,Fixed Assets,1761.0,1974.0,2549.0,2804.0,3550.0,3707.0,4127.0,
Equipments,Fixed Assets,51.0,57.0,74.0,83.0,91.0,96.0,104.0,
Computers,Fixed Assets,24.0,28.0,30.0,34.0,42.0,49.0,73.0,
Furniture n fittings,Fixed Assets,17.0,17.0,21.0,25.0,30.0,34.0,39.0,
Vehicles,Fixed Assets,15.0,16.0,20.0,27.0,32.0,36.0,42.0,
Intangible Assets,Fixed Assets,0.0,0.0,73.0,74.0,502.0,513.0,528.0,538.0
Other fixed assets,Fixed Assets,10.0,11.0,37.0,40.0,48.0,50.0,57.0,
Gross Block,Fixed Assets,2616.0,2927.0,3863.0,4250.0,5788.0,6172.0,6846.0,
Accumulated Depreciation,Fixed Assets,804.0,1098.0,1408.0,1757.0,2041.0,2365.0,2832.0,
Long term Borrowings,Borrowings,0.0,0.0,23.0,17.0,80.0,26.0,0.0,0.0
Short term Borrowings,Borrowings,0.0,0.0,11.0,7.0,31.0,27.0,145.0,276.0
Lease Liabilities,Borrowings,0.0,0.0,58.0,102.0,90.0,103.0,116.0,130.0
Other Borrowings,Borrowings,58.0,84.0,0.0,0.0,0.0,0.0,0.0,
Trade Payables,Other Liabilities,510.0,615.0,746.0,806.0,758.0,856.0,1087.0,1184.0
Advance from Customers,Other Liabilities,7.0,20.0,27.0,51.0,67.0,58.0,57.0,
Other liability items,Other Liabilities,585.0,627.0,721.0,841.0,928.0,1107.0,1367.0,1768.0
Inventories,Other Assets,1061.0,1143.0,1439.0,1805.0,1734.0,1948.0,2195.0,2515.0
Trade receivables,Other Assets,769.0,636.0,787.0,792.0,887.0,1136.0,1263.0,1243.0
Cash Equivalents,Other Assets,72.0,85.0,176.0,54.0,105.0,118.0,175.0,259.0
Loans n Advances,Other Assets,9.0,8.0,9.0,13.0,104.0,26.0,22.0,18.0
Other asset items,Other Assets,438.0,317.0,252.0,313.0,708.0,586.0,512.0,644.0
