,parent_line_item,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,813.0,813.0,813.0,813.0,813.0,813.0
Reserves,,14499.0,16044.0,19242.0,9853.0,15484.0,19202.0
Borrowings,,1354.0,1178.0,1189.0,833.0,850.0,1098.0
Other Liabilities,,10065.0,10324.0,13329.0,14850.0,12951.0,13292.0
Total Liabilities,,26731.0,28358.0,34573.0,26349.0,30097.0,34404.0
Fixed Assets,,7288.0,6671.0,6150.0,7614.0,7105.0,13070.0
CWIP,,818.0,529.0,1337.0,653.0,4718.0,725.0
Investments,,0.0,0.0,0.0,0.0,0.0,7.0
Other Assets,,18625.0,21158.0,27086.0,18082.0,18274.0,20602.0
Total Assets,,26731.0,28358.0,34573.0,26349.0,30097.0,34404.0
Land,Fixed Assets,561.0,561.0,561.0,1090.0,1108.0,
Building,Fixed Assets,1662.0,1743.0,1750.0,2166.0,2458.0,
Plant Machinery,Fixed Assets,12578.0,13877.0,6364.0,17627.0,18649.0,
Equipments,Fixed Assets,117.0,134.0,9036.0,160.0,174.0,
Computers,Fixed Assets,186.0,197.0,209.0,248.0,279.0,
Furniture n fittings,Fixed Assets,166.0,241.0,248.0,334.0,341.0,
Vehicles,Fixed Assets,181.0,190.0,218.0,257.0,296.0,
Intangible Assets,Fixed Assets,1011.0,1011.0,1101.0,1156.0,1156.0,128.0
Other fixed assets,Fixed Assets,190.0,197.0,205.0,219.0,234.0,
Gross Block,Fixed Assets,16652.0,18152.0,19691.0,23256.0,24693.0,
Accumulated Depreciation,Fixed Assets,9364.0,11481.0,13540.0,15641.0,17588.0,
Long term Borrowings,Borrowings,821.0,797.0,707.0,623.0,536.0,455.0
Short term Borrowings,Borrowings,425.0,263.0,452.0,145.0,256.0,542.0
Lease Liabilities,Borrowings,0.0,0.0,31.0,65.0,58.0,101.0
Other Borrowings,Borrowings,109.0,118.0,0.0,-0.0,-0.0,
Trade Payables,Other Liabilities,6065.0,5405.0,7441.0,7493.0,7086.0,7201.0
Advance from Customers,Other Liabilities,1076.0,1626.0,1439.0,1066.0,210.0,
Other liability items,Other Liabilities,2924.0,3292.0,4450.0,6291.0,5655.0,6091.0
Inventories,Other Assets,2563.0,2881.0,3422.0,3316.0,3404.0,3594.0
Trade receivables,Other Assets,2465.0,2182.0,2897.0,2510.0,2389.0,2194.0
Cash Equivalents,Other Assets,11568.0,14139.0,17741.0,9017.0,8579.0,10552.0
Loans n Advances,Other Assets,260.0,170.0,184.0,106.0,164.0,92.0
Other asset items,Other Assets,1769.0,1785.0,2842.0,3133.0,3737.0,4171.0
