,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,6.0,6.0,6.0,6.0,10.0,11.0,11.0,11.0
Reserves,,5.0,8.0,16.0,39.0,83.0,411.0,519.0,712.0
Borrowings,,11.0,15.0,31.0,34.0,36.0,10.0,8.0,282.0
Other Liabilities,,29.0,22.0,58.0,70.0,137.0,180.0,355.0,1249.0
Total Liabilities,,51.0,51.0,110.0,149.0,266.0,612.0,893.0,2255.0
Fixed Assets,,4.0,6.0,7.0,10.0,23.0,44.0,49.0,58.0
CWIP,,0.0,0.0,0.0,1.0,2.0,1.0,7.0,1.0
Investments,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,,47.0,44.0,104.0,138.0,241.0,568.0,837.0,2196.0
Total Assets,,51.0,51.0,110.0,149.0,266.0,612.0,893.0,2255.0
Land,Fixed Assets,0.67,0.67,1.43,1.43,3.79,3.79,3.79,
Building,Fixed Assets,1.46,3.21,3.55,3.53,9.42,15.81,18.76,
Plant Machinery,Fixed Assets,1.16,0.56,0.56,4.11,6.76,17.67,24.03,
Equipments,Fixed Assets,0.15,0.07,0.14,0.26,0.69,2.17,2.92,
Computers,Fixed Assets,1.05,0.57,0.72,1.04,1.25,2.61,4.35,
Furniture n fittings,Fixed Assets,1.75,0.97,1.01,1.09,1.69,5.09,6.85,
Vehicles,Fixed Assets,1.04,1.52,1.97,2.41,2.71,4.9,5.94,
Intangible Assets,Fixed Assets,0.0,0.0,0.0,0.0,0.06,0.07,0.07,2.39
Other fixed assets,Fixed Assets,0.0,-0.01,0.0,0.83,1.97,2.65,2.73,
Gross Block,Fixed Assets,7.28,7.56,9.38,14.7,28.34,54.76,69.44,
Accumulated Depreciation,Fixed Assets,3.14,1.34,2.79,4.33,4.98,10.58,20.44,
Long term Borrowings,Borrowings,7.0,11.0,14.0,14.0,9.0,1.0,1.0,1.0
Short term Borrowings,Borrowings,3.0,3.0,15.0,19.0,21.0,0.0,0.0,271.0
Lease Liabilities,Borrowings,-0.0,2.0,1.0,1.0,5.0,8.0,7.0,11.0
Other Borrowings,Borrowings,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
Trade Payables,Other Liabilities,23.0,16.0,43.0,53.0,103.0,127.0,298.0,761.0
Advance from Customers,Other Liabilities,1.0,1.0,3.0,3.0,8.0,20.0,2.0,
Other liability items,Other Liabilities,5.0,5.0,13.0,14.0,26.0,34.0,55.0,489.0
Inventories,Other Assets,8.0,11.0,29.0,38.0,54.0,115.0,223.0,805.0
Trade receivables,Other Assets,30.0,18.0,56.0,78.0,152.0,184.0,362.0,670.0
Cash Equivalents,Other Assets,4.0,7.0,7.0,8.0,14.0,222.0,180.0,589.0
Loans n Advances,Other Assets,0.0,0.0,1.0,2.0,3.0,10.0,9.0,1.0
Other asset items,Other Assets,4.0,8.0,11.0,12.0,19.0,37.0,64.0,131.0
