,parent_line_item,Mar 2016,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,4.0,4.0,4.0,4.0,4.0,4.0,13.0,13.0
Reserves,,84.0,513.0,459.0,472.0,652.0,870.0,1040.0,1430.0
Borrowings,,60.0,21.0,26.0,38.0,383.0,416.0,333.0,245.0
Other Liabilities,,139.0,169.0,147.0,208.0,294.0,407.0,516.0,592.0
Total Liabilities,,286.0,706.0,636.0,722.0,1332.0,1696.0,1903.0,2280.0
Fixed Assets,,115.0,75.0,59.0,99.0,353.0,387.0,372.0,636.0
CWIP,,8.0,0.0,24.0,2.0,6.0,23.0,39.0,28.0
Investments,,0.0,370.0,304.0,309.0,464.0,594.0,868.0,776.0
Other Assets,,163.0,261.0,249.0,313.0,510.0,693.0,624.0,839.0
Total Assets,,286.0,706.0,636.0,722.0,1332.0,1696.0,1903.0,2280.0
Building,Fixed Assets,78.66,96.29,101.11,141.64,519.52,639.9,691.52,
Plant Machinery,Fixed Assets,21.16,53.27,55.07,62.26,28.73,45.6,48.97,
Equipments,Fixed Assets,1.92,4.27,4.29,5.2,1.97,2.48,2.4,
Computers,Fixed Assets,7.44,11.24,12.16,12.64,4.59,8.11,8.9,
Furniture n fittings,Fixed Assets,57.64,17.38,17.89,22.05,8.16,13.92,16.04,
Vehicles,Fixed Assets,0.87,0.89,0.93,2.07,2.32,3.07,3.21,
Intangible Assets,Fixed Assets,7.9,5.1,2.86,2.28,1.55,1.55,0.0,2.02
Other fixed assets,Fixed Assets,2.62,1.15,8.04,8.3,2.11,2.39,3.69,
Gross Block,Fixed Assets,178.21,189.59,202.35,256.44,568.95,717.02,774.73,
Accumulated Depreciation,Fixed Assets,62.97,114.86,143.13,157.73,216.4,330.05,402.8,
Long term Borrowings,Borrowings,0.0,9.0,17.0,34.0,22.0,58.0,0.0,0.0
Short term Borrowings,Borrowings,0.0,8.0,5.0,4.0,9.0,6.0,0.0,0.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,0.0,352.0,352.0,333.0,245.0
Other Borrowings,Borrowings,60.0,4.0,4.0,-0.0,-0.0,0.0,0.0,
Non controlling int,Other Liabilities,34.0,18.0,7.0,7.0,10.0,14.0,17.0,21.0
Trade Payables,Other Liabilities,43.0,35.0,24.0,29.0,178.0,287.0,374.0,355.0
Advance from Customers,Other Liabilities,0.0,0.0,0.0,0.0,3.0,1.0,0.0,
Other liability items,Other Liabilities,63.0,115.0,116.0,171.0,103.0,105.0,125.0,216.0
Inventories,Other Assets,8.0,7.0,7.0,7.0,11.0,12.0,9.0,13.0
Trade receivables,Other Assets,47.0,66.0,26.0,47.0,114.0,105.0,106.0,264.0
Cash Equivalents,Other Assets,43.0,29.0,67.0,104.0,134.0,179.0,38.0,59.0
Loans n Advances,Other Assets,8.0,8.0,5.0,5.0,21.0,36.0,75.0,190.0
Other asset items,Other Assets,57.0,152.0,144.0,150.0,229.0,362.0,396.0,313.0
