,parent_line_item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,178.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0
Reserves,,484.0,1209.0,1404.0,1474.0,1594.0,1815.0,1909.0,2142.0,3716.0,4134.0
Borrowings,,273.0,67.0,44.0,0.0,40.0,0.0,0.0,0.0,39.0,72.0
Other Liabilities,,32.0,621.0,547.0,583.0,546.0,679.0,839.0,658.0,1265.0,1709.0
Total Liabilities,,967.0,1920.0,2017.0,2079.0,2203.0,2516.0,2769.0,2821.0,5044.0,5938.0
Fixed Assets,,616.0,585.0,546.0,508.0,467.0,459.0,81.0,76.0,70.0,510.0
CWIP,,0.0,0.0,0.0,0.0,0.0,0.0,95.0,276.0,442.0,72.0
Investments,,209.0,450.0,581.0,691.0,714.0,1049.0,1305.0,1142.0,2836.0,2258.0
Other Assets,,141.0,885.0,891.0,881.0,1022.0,1008.0,1288.0,1327.0,1696.0,3099.0
Total Assets,,967.0,1920.0,2017.0,2079.0,2203.0,2516.0,2769.0,2821.0,5044.0,5938.0
Land,Fixed Assets,21.1,21.12,21.12,23.75,23.75,55.81,35.27,35.27,35.27,
Building,Fixed Assets,0.0,0.59,0.59,0.59,0.59,0.59,0.52,0.52,0.52,
Plant Machinery,Fixed Assets,0.0,4.14,4.39,4.45,4.45,4.46,4.48,5.65,6.22,
Equipments,Fixed Assets,0.02,4.16,4.51,4.66,4.71,4.89,5.25,6.01,7.67,
Furniture n fittings,Fixed Assets,0.01,5.92,5.9,5.9,5.9,7.21,7.3,7.35,7.35,
Vehicles,Fixed Assets,1.25,2.48,2.51,2.52,2.52,2.43,2.51,2.97,3.06,
Wind turbines,Fixed Assets,0.0,666.42,667.88,668.14,668.14,668.14,82.84,82.84,82.84,
Intangible Assets,Fixed Assets,0.15,0.15,0.95,0.95,0.95,0.95,0.0,0.0,0.0,0.0
Other fixed assets,Fixed Assets,666.88,0.61,0.61,0.62,0.62,0.0,-0.01,-0.01,0.0,
Gross Block,Fixed Assets,689.41,705.59,708.46,711.58,711.63,744.48,138.16,140.6,142.93,
Accumulated Depreciation,Fixed Assets,73.29,120.82,162.39,203.87,245.02,285.41,56.94,64.7,72.72,
Long term Borrowings,Borrowings,210.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Short term Borrowings,Borrowings,0.0,2.0,21.0,0.0,40.0,0.0,0.0,0.0,39.0,71.0
Other Borrowings,Borrowings,63.0,42.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,
Non controlling int,Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trade Payables,Other Liabilities,6.0,449.0,336.0,397.0,366.0,419.0,520.0,550.0,864.0,1189.0
Advance from Customers,Other Liabilities,0.0,0.0,19.0,19.0,19.0,0.0,7.0,0.0,0.0,
Other liability items,Other Liabilities,26.0,172.0,191.0,167.0,161.0,260.0,312.0,108.0,401.0,520.0
Inventories,Other Assets,0.0,8.0,19.0,6.0,6.0,27.0,101.0,26.0,0.0,0.0
Trade receivables,Other Assets,76.0,758.0,544.0,574.0,530.0,584.0,641.0,741.0,673.0,1217.0
Cash Equivalents,Other Assets,9.0,42.0,49.0,43.0,81.0,47.0,146.0,137.0,129.0,130.0
Loans n Advances,Other Assets,1.0,43.0,51.0,55.0,154.0,144.0,47.0,21.0,27.0,17.0
Other asset items,Other Assets,55.0,34.0,228.0,203.0,251.0,206.0,353.0,402.0,866.0,1735.0
