,parent_line_item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,275.0,275.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
Reserves,,679.0,774.0,723.0,1042.0,1428.0,1883.0,1942.0,2402.0,2891.0
Borrowings,,10.0,20.0,36.0,33.0,38.0,34.0,30.0,52.0,63.0
Other Liabilities,,694.0,792.0,849.0,1098.0,1045.0,953.0,841.0,1010.0,1021.0
Total Liabilities,,1658.0,1860.0,2106.0,2672.0,3010.0,3369.0,3313.0,3963.0,4474.0
Fixed Assets,,267.0,279.0,319.0,309.0,390.0,430.0,563.0,556.0,594.0
CWIP,,9.0,8.0,10.0,14.0,35.0,71.0,23.0,28.0,3.0
Investments,,0.0,0.0,86.0,290.0,356.0,239.0,346.0,524.0,1153.0
Other Assets,,1383.0,1572.0,1690.0,2058.0,2228.0,2629.0,2381.0,2854.0,2725.0
Total Assets,,1658.0,1860.0,2106.0,2672.0,3010.0,3369.0,3313.0,3963.0,4474.0
Land,Fixed Assets,28.0,28.0,28.0,28.0,96.0,97.0,100.0,100.0,
Building,Fixed Assets,63.0,69.0,110.0,112.0,136.0,151.0,129.0,162.0,
Plant Machinery,Fixed Assets,184.0,209.0,235.0,255.0,269.0,328.0,416.0,425.0,
Equipments,Fixed Assets,7.0,9.0,10.0,10.0,11.0,12.0,15.0,15.0,
Furniture n fittings,Fixed Assets,10.0,13.0,13.0,16.0,17.0,20.0,28.0,29.0,
Vehicles,Fixed Assets,6.0,8.0,20.0,29.0,38.0,44.0,40.0,38.0,
Intangible Assets,Fixed Assets,2.0,1.0,1.0,1.0,1.0,1.0,63.0,61.0,85.0
Other fixed assets,Fixed Assets,4.0,8.0,9.0,9.0,16.0,18.0,24.0,28.0,
Gross Block,Fixed Assets,306.0,345.0,426.0,461.0,583.0,671.0,815.0,858.0,
Accumulated Depreciation,Fixed Assets,39.0,66.0,106.0,152.0,193.0,241.0,253.0,302.0,
Long term Borrowings,Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Short term Borrowings,Borrowings,10.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lease Liabilities,Borrowings,0.0,0.0,36.0,33.0,38.0,34.0,30.0,52.0,62.0
Other Borrowings,Borrowings,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,
Non controlling int,Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0
Trade Payables,Other Liabilities,527.0,481.0,491.0,591.0,517.0,490.0,430.0,489.0,397.0
Advance from Customers,Other Liabilities,0.0,0.0,0.0,0.0,0.0,41.0,43.0,56.0,
Other liability items,Other Liabilities,167.0,311.0,358.0,507.0,528.0,422.0,364.0,461.0,620.0
Inventories,Other Assets,609.0,681.0,588.0,754.0,938.0,889.0,610.0,704.0,766.0
Trade receivables,Other Assets,552.0,671.0,850.0,848.0,843.0,946.0,716.0,783.0,736.0
Cash Equivalents,Other Assets,74.0,51.0,94.0,242.0,79.0,303.0,183.0,43.0,121.0
Loans n Advances,Other Assets,5.0,9.0,8.0,46.0,45.0,33.0,28.0,49.0,578.0
Other asset items,Other Assets,142.0,161.0,151.0,167.0,323.0,458.0,844.0,1275.0,525.0
