,parent_line_item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,2.0,2.0,2.0,2.0,10.0,10.0,10.0,11.0,11.0
Reserves,,130.0,159.0,238.0,202.0,221.0,330.0,534.0,1184.0,1540.0
Borrowings,,0.0,21.0,17.0,8.0,63.0,71.0,210.0,214.0,756.0
Other Liabilities,,462.0,644.0,536.0,364.0,976.0,2147.0,4100.0,4797.0,7002.0
Total Liabilities,,594.0,826.0,793.0,576.0,1271.0,2558.0,4855.0,6206.0,9309.0
Fixed Assets,,2.0,44.0,35.0,23.0,92.0,136.0,349.0,345.0,1633.0
CWIP,,0.0,0.0,4.0,9.0,0.0,0.0,14.0,39.0,0.0
Investments,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,173.0,263.0
Other Assets,,592.0,782.0,755.0,545.0,1179.0,2422.0,4490.0,5649.0,7413.0
Total Assets,,594.0,826.0,793.0,576.0,1271.0,2558.0,4855.0,6206.0,9309.0
Building,Fixed Assets,0.0,25.0,22.0,0.0,1.0,2.0,5.0,6.0,
Equipments,Fixed Assets,2.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,
Computers,Fixed Assets,5.0,2.0,3.0,3.0,6.0,10.0,14.0,19.0,
Furniture n fittings,Fixed Assets,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,
Vehicles,Fixed Assets,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Intangible Assets,Fixed Assets,4.0,0.0,0.0,0.0,0.0,43.0,114.0,117.0,1519.0
Other fixed assets,Fixed Assets,0.0,20.0,20.0,40.0,114.0,133.0,304.0,342.0,
Gross Block,Fixed Assets,12.0,49.0,47.0,45.0,124.0,194.0,444.0,490.0,
Accumulated Depreciation,Fixed Assets,11.0,5.0,12.0,22.0,32.0,58.0,95.0,145.0,
Long term Borrowings,Borrowings,0.0,0.0,0.0,0.0,3.0,6.0,135.0,90.0,557.0
Short term Borrowings,Borrowings,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,88.0
Lease Liabilities,Borrowings,0.0,21.0,17.0,8.0,61.0,64.0,75.0,78.0,111.0
Other Borrowings,Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Non controlling int,Other Liabilities,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0
Trade Payables,Other Liabilities,355.0,500.0,285.0,173.0,727.0,1803.0,3603.0,4321.0,5422.0
Advance from Customers,Other Liabilities,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Other liability items,Other Liabilities,47.0,144.0,251.0,190.0,249.0,347.0,497.0,476.0,1580.0
Trade receivables,Other Assets,293.0,380.0,303.0,120.0,531.0,1566.0,3307.0,4061.0,5314.0
Cash Equivalents,Other Assets,209.0,296.0,288.0,332.0,504.0,661.0,854.0,1285.0,1278.0
Loans n Advances,Other Assets,58.0,43.0,53.0,14.0,34.0,84.0,203.0,219.0,30.0
Other asset items,Other Assets,33.0,63.0,110.0,78.0,109.0,110.0,126.0,84.0,790.0
