,parent_line_item,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,160.0,1274.0,1564.0,1564.0,1564.0,1564.0,1564.0,1584.0,1584.0,1584.0,1647.0
Reserves,,-9.0,-71.0,-223.0,369.0,792.0,636.0,1050.0,5720.0,9058.0,10553.0,18318.0
Borrowings,,4132.0,4347.0,9864.0,11142.0,14867.0,24209.0,52832.0,54223.0,64858.0,80040.0,103545.0
Other Liabilities,,1286.0,610.0,4503.0,1582.0,1201.0,2283.0,3508.0,5382.0,12586.0,18587.0,20587.0
Total Liabilities,,5569.0,6160.0,15709.0,14658.0,18424.0,28692.0,58954.0,66909.0,88086.0,110764.0,144097.0
Fixed Assets,,2781.0,4341.0,9120.0,10388.0,12554.0,16429.0,28452.0,48336.0,62284.0,79914.0,102153.0
CWIP,,1962.0,267.0,1725.0,743.0,1208.0,4452.0,19899.0,5291.0,6427.0,14480.0,19016.0
Investments,,7.0,26.0,87.0,77.0,477.0,502.0,574.0,1149.0,1515.0,2743.0,2983.0
Other Assets,,819.0,1525.0,4777.0,3449.0,4185.0,7309.0,10029.0,12133.0,17860.0,13627.0,19945.0
Total Assets,,5569.0,6160.0,15709.0,14658.0,18424.0,28692.0,58954.0,66909.0,88086.0,110764.0,144097.0
Land,Fixed Assets,446.0,107.0,225.0,291.0,708.0,981.0,1375.0,2295.0,2759.0,3026.0,
Building,Fixed Assets,49.0,102.0,198.0,286.0,365.0,398.0,617.0,665.0,873.0,978.0,
Plant Machinery,Fixed Assets,2294.0,4456.0,9558.0,11729.0,13788.0,17753.0,29228.0,49389.0,63971.0,83278.0,
Equipments,Fixed Assets,2.0,2.0,4.0,6.0,8.0,10.0,21.0,30.0,48.0,67.0,
Computers,Fixed Assets,1.0,1.0,3.0,5.0,7.0,13.0,21.0,32.0,46.0,65.0,
Furniture n fittings,Fixed Assets,1.0,1.0,1.0,2.0,2.0,2.0,6.0,7.0,17.0,22.0,
Vehicles,Fixed Assets,1.0,1.0,2.0,2.0,2.0,3.0,5.0,9.0,11.0,13.0,
Intangible Assets,Fixed Assets,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,104.0
Other fixed assets,Fixed Assets,1.0,2.0,3.0,4.0,5.0,83.0,829.0,831.0,1336.0,1738.0,
Gross Block,Fixed Assets,2793.0,4671.0,9995.0,12329.0,14888.0,19246.0,32105.0,53261.0,69064.0,89190.0,
Accumulated Depreciation,Fixed Assets,12.0,330.0,875.0,1941.0,2334.0,2817.0,3653.0,4925.0,6780.0,9276.0,
Long term Borrowings,Borrowings,3541.0,3663.0,8373.0,9948.0,12610.0,19746.0,42717.0,48632.0,40503.0,67363.0,87897.0
Short term Borrowings,Borrowings,591.0,635.0,1351.0,742.0,1115.0,4128.0,9471.0,4215.0,22557.0,10706.0,12581.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,0.0,375.0,335.0,644.0,1376.0,1798.0,1971.0,3067.0
Other Borrowings,Borrowings,0.0,49.0,140.0,452.0,767.0,0.0,0.0,0.0,0.0,0.0,
Non controlling int,Other Liabilities,0.0,0.0,0.0,-1.0,-46.0,-74.0,0.0,46.0,6806.0,10436.0,9914.0
Trade Payables,Other Liabilities,1.0,8.0,98.0,161.0,175.0,129.0,145.0,391.0,316.0,395.0,407.0
Advance from Customers,Other Liabilities,0.0,0.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,
Other liability items,Other Liabilities,1284.0,602.0,4399.0,1416.0,1062.0,2228.0,3363.0,4945.0,5464.0,7756.0,10266.0
Inventories,Other Assets,401.0,0.0,1692.0,136.0,104.0,29.0,17.0,52.0,291.0,101.0,136.0
Trade receivables,Other Assets,64.0,336.0,848.0,758.0,740.0,1494.0,1809.0,2206.0,1342.0,1540.0,2129.0
Cash Equivalents,Other Assets,106.0,187.0,457.0,361.0,695.0,1019.0,1593.0,1984.0,8764.0,3332.0,2766.0
Loans n Advances,Other Assets,2.0,540.0,441.0,476.0,219.0,274.0,405.0,219.0,203.0,320.0,6819.0
Other asset items,Other Assets,246.0,462.0,1338.0,1718.0,2427.0,4493.0,6205.0,7672.0,7260.0,8334.0,8095.0
