,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,463.0,463.0,463.0,484.0,484.0,484.0,484.0,484.0
Reserves,,1174.0,497.0,627.0,1428.0,1599.0,1802.0,2177.0,2859.0
Borrowings,,1070.0,1564.0,1137.0,409.0,156.0,223.0,167.0,111.0
Other Liabilities,,636.0,802.0,819.0,844.0,956.0,971.0,880.0,963.0
Total Liabilities,,3343.0,3326.0,3046.0,3164.0,3194.0,3479.0,3708.0,4416.0
Fixed Assets,,317.0,337.0,322.0,282.0,1326.0,1430.0,1731.0,1922.0
CWIP,,1022.0,1232.0,1179.0,683.0,731.0,917.0,766.0,741.0
Investments,,0.0,0.0,1.0,1.0,10.0,29.0,27.0,25.0
Other Assets,,2005.0,1757.0,1544.0,2199.0,1127.0,1102.0,1183.0,1728.0
Total Assets,,3343.0,3326.0,3046.0,3164.0,3194.0,3479.0,3708.0,4416.0
Land,Fixed Assets,24.47,39.34,39.35,39.35,39.35,39.35,45.68,
Building,Fixed Assets,85.55,85.7,89.13,108.24,115.48,116.65,117.86,
Plant Machinery,Fixed Assets,265.88,282.01,405.96,416.52,436.97,422.21,661.54,
Furniture n fittings,Fixed Assets,32.01,33.28,33.72,37.98,42.6,46.01,53.55,
Railway sidings,Fixed Assets,2.94,2.94,2.94,2.94,2.94,2.94,2.94,
Vehicles,Fixed Assets,1.68,2.26,2.37,3.38,3.37,4.32,10.33,
Intangible Assets,Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.51
Other fixed assets,Fixed Assets,4.45,35.01,35.16,48.5,1278.72,1579.96,1819.49,
Gross Block,Fixed Assets,416.98,480.54,608.63,656.91,1919.43,2211.44,2711.39,
Accumulated Depreciation,Fixed Assets,100.44,143.22,286.51,375.32,593.34,780.96,980.05,
Long term Borrowings,Borrowings,571.0,636.0,770.0,193.0,17.0,72.0,109.0,37.0
Short term Borrowings,Borrowings,499.0,928.0,368.0,215.0,139.0,150.0,58.0,72.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Other Borrowings,Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Non controlling int,Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trade Payables,Other Liabilities,202.0,234.0,136.0,203.0,81.0,95.0,116.0,195.0
Advance from Customers,Other Liabilities,20.0,31.0,23.0,18.0,8.0,8.0,7.0,
Other liability items,Other Liabilities,414.0,537.0,660.0,622.0,866.0,868.0,758.0,768.0
Inventories,Other Assets,671.0,728.0,384.0,322.0,325.0,437.0,528.0,387.0
Trade receivables,Other Assets,362.0,83.0,168.0,80.0,66.0,137.0,171.0,133.0
Cash Equivalents,Other Assets,11.0,16.0,11.0,366.0,301.0,74.0,68.0,810.0
Loans n Advances,Other Assets,-4.0,14.0,27.0,0.0,8.0,-16.0,-15.0,12.0
Other asset items,Other Assets,966.0,916.0,954.0,1431.0,427.0,470.0,431.0,386.0
