metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,,,937.95,891.65,1083.0
EPS in Rs,,,,,,1.5,0.94,-0.55,-0.49,8.78,20.79,33.33,
Equity Capital (Rs Cr),,,,,,25.0,25.0,26.0,26.0,26.0,45.0,45.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,,,,,,250000000.0,250000000.0,260000000.0,260000000.0,260000000.0,450000000.0,450000000.0,
Market Cap (Rs Cr),,,,,,,,,,,42207.75,40124.25,49183.0
P/E ratio,,,,,,,,,,,45.12,26.75,32.6
