metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,,1520.8,1680.6,1018.4,1421.0
EPS in Rs,,,,,,177.81,247.44,183.93,22.95,29.45,35.52,24.94,
Equity Capital (Rs Cr),,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,,,,,,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,
Market Cap (Rs Cr),,,,,,,,,,15208.0,16806.0,10184.0,14864.0
P/E ratio,,,,,,,,,,51.64,47.31,40.83,53.5
