metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,,,2404.65,3109.8,2680.0
EPS in Rs,,,,,,2.12,2.5,3.84,24.49,62.76,65.0,129.02,
Equity Capital (Rs Cr),,,,,,197.0,197.0,197.0,243.0,263.0,287.0,288.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,,,,197000000.0,197000000.0,197000000.0,243000000.0,263000000.0,287000000.0,288000000.0,
Market Cap (Rs Cr),,,,,,,,,,,69013.46,89562.24,77096.0
P/E ratio,,,,,,,,,,,36.99,24.1,19.2
