metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),255.3,232.55,236.65,232.95,231.85,155.7,308.85,299.25,365.55,612.35,538.35,401.25,432.0
EPS in Rs,,,,,,,,,,13.01,16.26,16.92,
Equity Capital (Rs Cr),,,,,,,,,397.0,440.0,493.0,494.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,,,,,,,,,1985000000.0,2200000000.0,2465000000.0,2470000000.0,
Market Cap (Rs Cr),,,,,,,,,72561.68,134717.0,132703.27,99108.75,107394.0
P/E ratio,,,,,,,,,,47.07,33.11,23.71,22.8
