metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),96.36,111.56,216.35,391.69,238.5,74.2,281.85,285.6,488.1,340.1,327.65,430.45,521.0
EPS in Rs,12.98,14.53,19.42,22.42,22.4,11.94,18.06,28.16,35.49,41.6,8.92,39.05,
Equity Capital (Rs Cr),62.0,63.0,64.0,64.0,64.0,76.0,76.0,76.0,76.0,76.0,85.0,85.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,310000000.0,315000000.0,320000000.0,320000000.0,320000000.0,380000000.0,380000000.0,380000000.0,380000000.0,380000000.0,425000000.0,425000000.0,
Market Cap (Rs Cr),2987.16,3514.14,6923.2,12534.08,7632.0,2819.6,10710.3,10852.8,18547.8,12923.8,13925.12,18294.12,22166.0
P/E ratio,7.42,7.68,11.14,17.47,10.65,6.21,15.61,10.14,13.75,8.18,36.73,11.02,13.3
