metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),263.85,322.8,430.8,619.3,471.5,297.55,585.05,625.65,1077.2,2151.85,2419.85,3363.8,3358.0
EPS in Rs,6.91,9.03,10.76,13.73,14.83,13.15,12.51,15.93,27.97,35.5,47.06,63.53,
Equity Capital (Rs Cr),48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,480000000.0,480000000.0,480000000.0,480000000.0,480000000.0,480000000.0,480000000.0,480000000.0,480000000.0,480000000.0,480000000.0,480000000.0,
Market Cap (Rs Cr),12664.8,15494.4,20678.4,29726.4,22632.0,14282.4,28082.4,30031.2,51705.6,103288.8,116152.8,161462.4,159549.0
P/E ratio,38.18,35.75,40.04,45.11,31.79,22.63,46.77,39.27,38.51,60.62,51.42,52.95,52.3
