metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),198.4,261.69,325.43,391.03,490.22,556.66,1082.16,2679.35,2411.85,2560.25,2939.15,2438.0,2622.0
EPS in Rs,10.55,14.97,17.94,16.08,22.33,35.46,40.44,63.72,72.95,45.06,42.2,61.91,
Equity Capital (Rs Cr),58.0,58.0,58.0,58.0,58.0,58.0,60.0,297.0,297.0,297.0,297.0,297.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,58000000.0,58000000.0,58000000.0,58000000.0,58000000.0,58000000.0,60000000.0,297000000.0,297000000.0,297000000.0,297000000.0,297000000.0,
Market Cap (Rs Cr),1150.72,1517.8,1887.49,2267.97,2843.28,3228.63,6492.96,79576.7,71631.95,76039.43,87292.76,72408.6,77737.0
P/E ratio,18.81,17.48,18.14,24.32,21.95,15.7,26.76,42.05,33.06,56.82,69.65,39.38,34.7
