metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,53.43,54.37,42.65,110.93,224.7,127.95,134.35,175.77,114.75,125.0
EPS in Rs,,,,,1.81,1.96,2.29,3.44,3.43,3.93,4.81,5.53,
Equity Capital (Rs Cr),,,,,30.0,30.0,30.0,90.0,89.0,89.0,89.0,89.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,,,,,300000000.0,300000000.0,300000000.0,900000000.0,890000000.0,890000000.0,890000000.0,890000000.0,
Market Cap (Rs Cr),,,,,1631.1,1279.5,3327.9,20223.0,11387.55,11957.15,15643.53,10212.75,11155.0
P/E ratio,,,,,30.04,21.76,48.44,65.32,37.3,34.19,36.54,20.75,22.6
