metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),629.7,474.95,459.15,638.7,771.7,565.5,991.45,1499.45,1101.85,1248.1,1418.25,1384.0
EPS in Rs,27.35,30.92,28.88,38.78,43.7,41.76,45.73,57.27,49.6,24.14,43.43,49.1
Equity Capital (Rs Cr),480.0,436.0,439.0,442.0,444.0,436.0,437.0,439.0,440.0,441.0,442.0,443.0
Face Value (Rs),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Shares Outstanding,960000000.0,872000000.0,878000000.0,884000000.0,888000000.0,872000000.0,874000000.0,878000000.0,880000000.0,882000000.0,884000000.0,886000000.0
Market Cap (Rs Cr),60451.2,41415.64,40313.37,56461.08,68526.96,49311.6,86652.73,131651.71,96962.8,110082.42,125373.3,122622.4
P/E ratio,23.02,15.36,15.9,16.47,17.66,13.54,21.68,26.18,22.21,51.7,32.66,28.19
