metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,,,,140.4,182.0
EPS in Rs,,,,,,,,,-213.79,-41.82,-452.68,-2.97,
Equity Capital (Rs Cr),,,,,,,,,8.0,0.0,0.27,456.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,,,,,,,,,80000000.0,0.0,2700000.0,4560000000.0,
Market Cap (Rs Cr),,,,,,,,,,,,64022.4,84215.0
P/E ratio,,,,,,,,,,,,-47.27,
