metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),267.05,194.25,293.4,249.9,319.0,196.85,364.3,493.55,523.75,752.35,771.5,979.4,982.0
EPS in Rs,22.76,15.75,0.3,-5.11,2.58,22.15,25.11,39.64,62.35,75.17,86.91,90.24,
Equity Capital (Rs Cr),747.0,776.0,797.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,923.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,7470000000.0,7760000000.0,7970000000.0,8920000000.0,8920000000.0,8920000000.0,8920000000.0,8920000000.0,8920000000.0,8920000000.0,8920000000.0,9230000000.0,
Market Cap (Rs Cr),199486.35,150738.0,233839.8,222910.8,284548.0,175590.2,324955.6,440246.6,467185.0,671096.2,688178.0,903986.2,906124.0
P/E ratio,11.73,12.33,978.0,-48.9,123.64,8.89,14.51,12.45,8.4,10.01,8.88,10.85,10.9
