metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,175.25,144.65,150.45,149.14,94.59,117.0
EPS in Rs,,-11.98,-11.31,4.33,-7.46,-11.46,-0.48,1.3,2.2,0.39,0.08,-0.31,
Equity Capital (Rs Cr),,106.0,106.0,106.0,106.0,106.0,115.0,120.0,120.0,121.0,121.0,123.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,,1060000000.0,1060000000.0,1060000000.0,1060000000.0,1060000000.0,1150000000.0,1200000000.0,1200000000.0,1210000000.0,1210000000.0,1230000000.0,
Market Cap (Rs Cr),,,,,,,,21030.0,17358.0,18204.45,18045.94,11634.57,14413.0
P/E ratio,,,,,,,,134.81,65.75,385.77,1864.25,-305.13,
