metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,873.2,1051.4,1290.45,1438.5,1066.15,1631.95,2014.15,1910.65,3548.65,5115.35,3943.5,5171.0
EPS in Rs,,,45.9,58.33,4.09,-6.07,-150.85,-159.94,-7.93,211.73,187.84,-61.87,
Equity Capital (Rs Cr),,,361.0,384.0,384.0,385.0,385.0,385.0,386.0,386.0,386.0,387.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,361000000.0,384000000.0,384000000.0,385000000.0,385000000.0,385000000.0,386000000.0,386000000.0,386000000.0,387000000.0,
Market Cap (Rs Cr),,,37955.54,49553.28,55238.4,41046.78,62830.07,77544.77,73751.09,136977.89,197452.51,152613.45,199945.0
P/E ratio,,,22.91,22.12,351.71,-175.64,-10.82,-12.59,-240.94,16.76,27.23,-63.74,
