metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),11.44,11.83,20.32,13.43,6.2,2.72,8.18,16.48,28.45,197.82,536.2,254.35,324.0
EPS in Rs,-0.3,-0.28,0.88,0.2,0.17,0.02,0.27,0.53,1.54,1.56,7.14,8.81,
Equity Capital (Rs Cr),13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,30.0,30.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,130000000.0,130000000.0,130000000.0,130000000.0,130000000.0,130000000.0,130000000.0,130000000.0,130000000.0,140000000.0,300000000.0,300000000.0,
Market Cap (Rs Cr),148.72,153.79,264.16,174.59,80.6,35.36,106.34,214.24,369.85,2769.48,16086.0,7630.5,9719.0
P/E ratio,-38.13,-42.25,23.09,67.15,36.47,136.0,30.3,31.09,18.47,126.81,75.1,28.87,36.8
