metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),156.5,130.8,155.9,94.0,96.95,28.7,34.05,38.7,66.55,153.5,126.18,164.2,171.0
EPS in Rs,27.69,19.73,8.33,-44.61,-16.58,-9.12,4.47,7.7,12.45,18.07,23.62,25.45,
Equity Capital (Rs Cr),636.0,687.0,687.0,1169.0,1763.0,3423.0,6407.0,6835.0,6835.0,7634.0,7634.0,7738.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,636000000.0,687000000.0,687000000.0,1169000000.0,1763000000.0,3423000000.0,6407000000.0,6835000000.0,6835000000.0,7634000000.0,7634000000.0,7738000000.0,
Market Cap (Rs Cr),9953.4,8985.96,10710.33,10988.6,17092.28,9824.01,21815.83,26451.45,45486.93,117181.9,96325.81,127057.96,130718.0
P/E ratio,5.65,6.63,18.72,-2.11,-5.85,-3.15,7.62,5.03,5.35,8.49,5.34,6.45,6.33
