metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),43.48,27.96,44.55,637.0,423.78,96.8,292.81,275.21,184.14,368.81,482.85,542.4,545.0
EPS in Rs,1.82,0.22,-2.21,55.02,156.8,3.5,-0.93,22.33,27.59,16.15,5.96,17.69,
Equity Capital (Rs Cr),40.0,40.0,40.0,40.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,200000000.0,200000000.0,200000000.0,200000000.0,195000000.0,195000000.0,195000000.0,195000000.0,195000000.0,195000000.0,195000000.0,195000000.0,
Market Cap (Rs Cr),869.6,559.2,891.0,12740.0,8263.71,1887.6,5709.8,5366.59,3590.73,7191.8,9415.58,10576.8,10512.0
P/E ratio,23.89,127.09,-20.16,11.58,2.7,27.66,-314.85,12.32,6.67,22.84,81.02,30.66,31.1
