metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,365.65,168.9,31.9,158.95,426.75,580.8,656.4,760.45,386.25,513.0
EPS in Rs,-3.07,4.59,13.15,11.73,16.05,-25.71,4.03,-5.47,-2.16,3.69,25.32,-51.14,
Equity Capital (Rs Cr),62.0,67.0,74.0,94.0,95.0,95.0,97.0,118.0,172.0,174.0,180.0,181.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,62000000.0,67000000.0,74000000.0,94000000.0,95000000.0,95000000.0,97000000.0,118000000.0,172000000.0,174000000.0,180000000.0,181000000.0,
Market Cap (Rs Cr),,,,3437.11,1604.55,303.05,1541.81,5035.65,9989.76,11421.36,13688.1,6991.12,9130.0
P/E ratio,,,,31.17,10.52,-1.24,39.44,-78.02,-268.89,177.89,30.03,-7.55,
