metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,184.7,290.7,448.5,426.1,347.75,559.35,364.45,479.0
EPS in Rs,,,,4.1,6.92,8.49,10.06,7.4,10.13,10.88,,,
Equity Capital (Rs Cr),,,,275.0,275.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,,275000000.0,275000000.0,499000000.0,499000000.0,499000000.0,499000000.0,499000000.0,499000000.0,499000000.0,
Market Cap (Rs Cr),,,,,,9216.53,14505.93,22380.15,21262.39,17352.72,27911.56,18186.06,23889.0
P/E ratio,,,,,,21.76,28.9,60.61,42.06,31.96,,,43.0
